YAL007C	YAR002C-A	YGL200C
YGL207W	YPL226W	YER155C	
YLR249W	YDL095W	YPL226W	
YLR249W	YMR186W	YJL080C	YOL013C	
YMR186W	YLL026W	YJL080C	YOL013C	
YDL147W	YER021W	YJL080C	
YDR381W	YOR206W	YNL061W	YLR002C	
YLR150W	YOR206W	YLR002C	
YLR150W	YLR002C	YPR161C	
YOL077C	YNL061W	YLR002C	YPR161C	
YOR206W	YOR294W	YKR081C	YLR002C	
YOR206W	YOR294W	YNL061W	YLR002C	
YOR294W	YKR081C	YLR002C	YPR161C	
YOR294W	YNL061W	YLR002C	YPR161C	
YKR081C	YLR002C	YOR144C	
YER131W	YLR002C	YPR161C	
YGL207W	YLR418C	YDR502C	
YLR347C	YNL189W	YGR180C	
YDR381W	YNL308C	YDR515W	
YOR159C	YKL173W	YDR515W	
YKL173W	YPR178W	YDR515W	
YBL002W	YBL003C	YBR009C	YBR010W	YML069W	YGL207W	YKR048C	YNL030W	
YBL002W	YBL003C	YBR009C	YBR010W	YML069W	YGL207W	YNL030W	YNL031C	
YBL002W	YBL003C	YBR009C	YBR010W	YPL001W	YNL030W	YNL031C	
YBL002W	YBL003C	YBR009C	YIL035C	YML069W	YGL207W	YNL030W	YNL031C	
YBL003C	YBR009C	YBR010W	YJL115W	YNL030W	YNL031C	
YBL003C	YBR009C	YIL035C	YJL115W	YNL030W	YNL031C	
YBR009C	YBR010W	YEL056W	YLL022C	YPL001W	YNL030W	YNL031C	
YLR150W	YPL146C	YNL250W	YNR053C	
YLR150W	YPL146C	YGR090W	YNR053C	
YOR294W	YKR081C	YGR090W	YNR053C	
YAL007C	YBL002W	YBL003C	YBR009C	YBR010W	YMR072W	
YBL002W	YBL003C	YBR009C	YBR010W	YMR072W	YPL001W	YBR060C	
YBL002W	YBL003C	YBR009C	YBR010W	YMR072W	YIL076W	
YBL002W	YBL003C	YBR009C	YMR072W	YPL001W	YBR060C	YHR118C	
YBL002W	YBL003C	YBR009C	YMR072W	YCR043C	
YBL002W	YBL003C	YMR072W	YPR161C	
YBL002W	YBR009C	YMR072W	YPL001W	YBR060C	YHR118C	YML065W	
YBL003C	YBR009C	YBR010W	YMR072W	YJL047C	
YMR072W	YPL001W	YER164W	
YDR190C	YGR002C	YJL081C	YPL235W	YPR023C	
YGR002C	YPR023C	YNL136W	YJL168C	
YOR310C	YAR044W	YFR024C	
YAR044W	YBR079C	YOR361C	
YAR044W	YBR079C	YDL019C	
YBL003C	YIL148W	YNL102W	
YBL003C	YKR048C	YNL102W	
YIL148W	YNL102W	YDR363W-A	
YKR048C	YNL102W	YDL055C	
YNL102W	YDR363W-A	YJR009C	
YER095W	YBR193C	YDR308C	YER022W	YOR174W	
YDR308C	YOR174W	YGL070C	
YER095W	YBR193C	YER022W	YNR010W	YOR174W	
YDR381W	YLR175W	YJR007W	
YDR381W	YJR007W	YGL120C	
YDR381W	YJR007W	YOR091W	
YOR361C	YER030W	YJR007W	
YLR150W	YOR257W	YER086W	
YOR257W	YDR099W	YER086W	
YER162C	YOR310C	YJR031C	
YOR310C	YNL189W	YJR031C	
YIL148W	YMR186W	YNR016C	
YIL148W	YKL210W	YNR016C	
YBR175W	YMR186W	YNR016C	
YMR186W	YNR016C	YDR172W	
YBL003C	YGL207W	YLR033W	
YBL003C	YGR275W	YLR033W	
YGL207W	YIL126W	YCR020W-B	YLR033W	
YDR054C	YGR275W	YLR321C	
YDL014W	YOR310C	YCR060W	YKR092C	
YDR381W	YCR060W	YKR092C	
YEL026W	YCR060W	YKR092C	
YDR190C	YPL235W	YOR310C	YCR060W	
YDR087C	YGL106W	YCR060W	
YDR388W	YGL106W	YPR171W	YCR060W	
YDR388W	YMR186W	YCR060W	
YGL106W	YMR309C	YCR060W	
YMR186W	YJR009C	YCR060W	
YFL013C	YLL026W	YGL150C	
YFL013C	YGR285C	YGL150C	
YDL014W	YLR175W	YLR197W	YDL040C	YNL308C	YGL078C	
YDL014W	YLR175W	YDL040C	YHR089C	YNL308C	YGL078C	
YDL014W	YHR089C	YNL308C	YGL120C	YGL078C	
YEL026W	YLR197W	YGL078C	
YDR174W	YDL040C	YNL308C	YGL078C	
YDR174W	YGL078C	YDR101C	
YGL207W	YGL120C	YGL078C	
YDL014W	YOR310C	YKL035W	
YDL014W	YGR090W	YKL035W	
YOR294W	YGR090W	YKL035W	
YLR347C	YER022W	YKL035W	
YDL148C	YDL074C	YKL035W	
YBL003C	YBR010W	YOR244W	
YBR010W	YOR244W	YNL136W	
YPL146C	YDL105W	YDR288W	YDR365C	
YDR388W	YDR507C	YDL105W	YDR288W	YDR365C	
YDR388W	YCL014W	YDL105W	YDR288W	
YOR294W	YDL105W	YDR288W	YDR365C	
YOR310C	YDL105W	YDR288W	YDR365C	
YDL148C	YDL105W	YDR288W	
YDL115C	YDL105W	YDR288W	
YGR086C	YKL142W	YNL041C	
YLR347C	YPR190C	YOL021C	
YDR280W	YPR190C	YOL021C	
YER162C	YLR429W	YPR010C	
YER162C	YOR210W	YPR110C	YPR010C	
YLR429W	YJL138C	YPR010C	
YNL248C	YDR280W	YPR010C	
YBR009C	YDR388W	YML011C	
YPL146C	YLR429W	YML011C	
YHR121W	YGL106W	YEL037C	YML011C	
YER162C	YLR429W	YEL037C	YML011C	
YER162C	YDR385W	YEL037C	YML011C	
YBR109C	YGL106W	YLR429W	YEL037C	YML011C	
YCR009C	YDR388W	YGL106W	YLR429W	YEL037C	YML011C	
YCR009C	YGL106W	YLR429W	YPL004C	YML011C	
YKL191W	YDR385W	YML011C	
YIL035C	YOR355W	YLR196W	
YOL077C	YHL034C	YMR229C	YPR161C	YLR196W	
YOL077C	YHL034C	YER035W	YLR196W	
YOL077C	YMR229C	YLR455W	YLR196W	
YOL077C	YMR229C	YKR024C	YLR196W	
YOR206W	YMR229C	YLR455W	YLR196W	
YOR206W	YMR229C	YKR024C	YLR196W	
YKL172W	YLR455W	YLR196W	
YKL172W	YPR161C	YLR196W	
YKL173W	YPR178W	YNL147W	YLR438C-A	
YDR381W	YDR174W	YGR245C	
YDR381W	YIL070C	YGR245C	
YBL003C	YDR174W	YGR245C	
YBL003C	YKR048C	YGR245C	
YDR381W	YDR174W	YOR091W	YMR014W	
YDR174W	YPR175W	YOR091W	
YDR174W	YPR161C	YOR091W	
YDR388W	YGR086C	YPR161C	YOR091W	
YOR361C	YPR175W	YOR091W	
YHR064C	YGR285C	YOR091W	
YGR285C	YPR161C	YOR091W	
YBL003C	YLR429W	YOR144C	
YAR010C	YCR009C	YLR429W	YOR144C	
YCR009C	YDR388W	YGR086C	YLR429W	YOR144C	
YCR009C	YGR086C	YLR429W	YPL004C	YOR144C	
YLR429W	YKR081C	YOR144C	
YAL027W	YBR109C	YGL106W	YLR429W	YPR171W	
YAL027W	YBR109C	YLR429W	YPL022W	YPR171W	
YAL027W	YDR388W	YGL106W	YLR429W	YPR171W	
YAL027W	YDR388W	YLR429W	YPL022W	YPR171W	
YBR109C	YGL106W	YLR429W	YPR171W	YEL037C	
YBR109C	YGL106W	YLR429W	YPR171W	YKL126W	
YDR388W	YGL106W	YLR429W	YPR171W	YEL037C	
YDR388W	YGL106W	YLR429W	YPR171W	YKL126W	
YDR388W	YLR429W	YPR171W	YHR118C	
YDR388W	YLR429W	YPR171W	YPR161C	
YPR171W	YDR099W	YKL126W	
YCR077C	YMR186W	YKL081W	
YOL012C	YDR388W	YER030W	YMR186W	
YOL012C	YGL245W	YER030W	YMR186W	
YOR361C	YPL090C	YER030W	
YER030W	YMR186W	YNL186W	
YLR150W	YNL209W	YBR253W	
YLR150W	YBL093C	YBR193C	YBR253W	YGL127C	
YNL209W	YBR253W	YER022W	YGR104C	
YDL014W	YBR009C	YLR320W	
YDL014W	YLR197W	YLR320W	
YBL002W	YBR009C	YBR010W	YDR174W	YLR320W	
YBL002W	YNL209W	YLR320W	
YBR009C	YBR010W	YLR150W	YLR320W	
YLR150W	YNL209W	YLR320W	
YIL148W	YJL052W	YLR320W	
YIL148W	YBR058C	YLR320W	
YIL148W	YLR320W	YGL048C	
YLR197W	YLR432W	YLR320W	
YCR009C	YDR388W	YKL012W	
YBR119W	YOR159C	YGR074W	YLR147C	YPR182W	YER029C	YKL012W	YLR275W	YDR240C	
YBR119W	YOR159C	YGR074W	YLR147C	YER029C	YKL012W	YLR275W	YFL018W-A	
YFR037C	YCR052W	YDR172W	
YCR020W-B	YDL147W	YKR008W	
YCR035C	YDR280W	YLR398C	YOL021C	
YOR159C	YJR022W	YLR147C	YLR275W	YNL147W	YER172C	
YOR159C	YJR022W	YLR147C	YNL147W	YER172C	YGR091W	
YOR159C	YKL173W	YLR147C	YLR275W	YNL147W	YER172C	YFL018W-A	
YOR159C	YKL173W	YLR147C	YNL147W	YER172C	YGR091W	YFL018W-A	
YER146W	YJR022W	YLR275W	YNL147W	
YER146W	YKL173W	YLR275W	YNL147W	YFL018W-A	
YJR022W	YPR178W	YLR275W	YNL147W	YER172C	
YJR022W	YPR178W	YNL147W	YER172C	YGR091W	
YKL173W	YPR178W	YLR275W	YNL147W	YER172C	
YKL173W	YPR178W	YNL147W	YER172C	YGR091W	
YLL022C	YPL001W	YNL147W	
YDL014W	YBL003C	YEL055C	
YDL014W	YKR092C	YEL055C	
YEL026W	YKR092C	YEL055C	
YOR294W	YEL055C	YJL109C	
YDR174W	YIL036W	YDL074C	
YDR174W	YFR024C	YDL074C	
YIL036W	YDL074C	YER164W	
YFR024C	YDL148C	YDL074C	
YEL026W	YGR086C	YMR031C	YIL043C	
YEL026W	YJL033W	YMR031C	YMR014W	
YBR010W	YMR031C	YOL068C	
YNL209W	YHR121W	YMR031C	
YNL209W	YPL004C	YMR031C	
YNL209W	YDR099W	YMR031C	
YHR121W	YJL033W	YMR031C	
YHR121W	YER131W	YMR031C	
YGR086C	YLR175W	YMR031C	
YGR086C	YMR031C	YOL068C	
YLR175W	YMR031C	YMR014W	
YPL004C	YJL033W	YMR031C	
YDR385W	YJL033W	YMR031C	
YDR099W	YJL033W	YMR031C	
YDR099W	YMR031C	YOL068C	
YER131W	YMR031C	YIL043C	
YLR150W	YJL109C	YGR128C	
YDL014W	YLR197W	YOR310C	YDR365C	YNR054C	
YDL014W	YLR197W	YDL060W	YDR365C	YNR054C	
YDL014W	YOR310C	YGL120C	YDR365C	YNR054C	
YOR361C	YER025W	YNR054C	
YEL026W	YER146W	YHR165C	YGR091W	
YEL026W	YKR092C	YGR091W	
YOR159C	YJR022W	YLR147C	YPR182W	YER029C	YGR091W	
YOR159C	YJR022W	YLR147C	YPR182W	YER172C	YGR091W	
YOR159C	YKL173W	YHR165C	YLR147C	YPR182W	YER029C	YGR091W	
YOR159C	YKL173W	YHR165C	YLR147C	YPR182W	YER172C	YGR091W	
YOR159C	YKL173W	YHR165C	YLR147C	YER029C	YGR091W	YFL018W-A	
YOR159C	YKL173W	YHR165C	YLR147C	YER172C	YGR091W	YFL018W-A	
YJR022W	YPR178W	YPR182W	YER029C	YGR091W	
YJR022W	YPR178W	YPR182W	YER172C	YGR091W	
YDR381W	YDR174W	YNL059C	
YDR381W	YFL013C	YNL059C	
YBL003C	YDR174W	YNL059C	
YDR190C	YJL081C	YPL235W	YFL013C	YPL129W	YNL059C	
YDR190C	YPL235W	YGR086C	YFL013C	YNL059C	
YAR010C	YFL013C	YNL059C	
YHR064C	YFL013C	YGR285C	YNL059C	
YLR249W	YFL013C	YNL059C	
YDR381W	YLR455W	YJR082C	
YDR381W	YJR082C	YLR330W	
YBL003C	YLR150W	YEL018W	YHR090C	YJR082C	
YLR150W	YLR455W	YJR082C	
YLR150W	YEL018W	YHR090C	YNL136W	YJR082C	
YDR381W	YLR398C	YMR237W	
YDR381W	YDL043C	YMR237W	
YDR381W	YMR237W	YLR330W	
YOL051W	YER006W	YMR237W	
YMR237W	YLR330W	YNL045W	
YDL014W	YLR175W	YNL308C	YMR014W	
YDL014W	YNL308C	YNL248C	YMR014W	
YDR381W	YDR174W	YNL308C	YMR014W	
YDR381W	YDR174W	YJL033W	YMR014W	
YDR381W	YLR175W	YHL034C	YMR014W	
YDR381W	YLR175W	YNL308C	YMR014W	
YDR381W	YHL034C	YJL033W	YMR014W	
YBL003C	YDR174W	YJL033W	YMR014W	
YDR087C	YJL033W	YMR014W	
YLR175W	YHL034C	YMR290C	YMR014W	
YLR175W	YNL308C	YMR290C	YMR014W	
YHL034C	YMR290C	YJL033W	YMR014W	
YAL001C	YDR155C	YDR362C	
YAL001C	YDR362C	YDR381W	
YDR362C	YDR381W	YDR174W	
YDR362C	YDR381W	YDR099W	
YDR362C	YBL003C	YDR174W	YJL138C	
YDR362C	YDR174W	YIL036W	
YAL016W	YNL209W	YBR079C	
YPL146C	YDL134C	YKL172W	
YPL146C	YKL172W	YKL018W	
YPL146C	YKL172W	YGR090W	
YPL146C	YKL172W	YPR161C	
YPL146C	YKL172W	YLR022C	
YKL172W	YLR455W	YJL033W	
YKL172W	YJL033W	YPR161C	
YBL003C	YKR048C	YPL090C	
YBL003C	YPL090C	YDL060W	
YLR347C	YOR361C	YPL090C	
YKR048C	YPL090C	YHR064C	
YPL090C	YGR063C	YGL070C	
YLR347C	YDR293C	YFR010W	
YLR347C	YDR293C	YMR304W	
YHL034C	YDR293C	YPR161C	
YDR293C	YPL009C	YLR022C	
YDR293C	YER131W	YPR161C	
YBL058W	YDL126C	YPR168W	
YHR121W	YBL093C	YPR168W	
YDL126C	YOR174W	YPR168W	
YDL126C	YPR168W	YGR104C	
YDR381W	YLR175W	YHR118C	YPR162C	
YDR381W	YPL001W	YBR060C	YHR118C	YML065W	YPR162C	
YDR381W	YPR162C	YER151C	
YDR381W	YPR162C	YBR279W	
YBL002W	YBL003C	YBR009C	YPL001W	YBR060C	YHR118C	YPR162C	
YBR009C	YLR175W	YHR118C	YPR162C	
YPL146C	YPR162C	YPR175W	
YDL053C	YHR121W	YHR118C	YPR162C	
YDL053C	YHR121W	YPR162C	YPR175W	
YDL053C	YBR060C	YHR118C	YPR162C	
YKL054C	YPL001W	YPR162C	
YML065W	YPR162C	YPR175W	
YDR174W	YFR024C	YOL148C	
YDR174W	YDR176W	YOL148C	YGL112C	YPL047W	
YNL209W	YBR169C	YCR043C	
YNL209W	YBR169C	YNL186W	
YGL106W	YBR169C	YKL160W	
YKR048C	YBR169C	YKL160W	
YMR186W	YBR169C	YNL186W	
YDL140C	YBR154C	YDL115C	YIL021W	YOR210W	YOR224C	YJL168C	
YDL014W	YLR175W	YLR197W	YNL308C	YPL009C	
YDL014W	YLR175W	YHR089C	YNL308C	YPL009C	
YDL014W	YDR385W	YPL009C	
YDL014W	YNL308C	YNL248C	YPL009C	
YEL026W	YLR197W	YPL009C	
YLR175W	YNL308C	YPL009C	YMR290C	
YLR197W	YLR432W	YPL009C	
YLR432W	YML056C	YPL009C	
YKR081C	YPL009C	YLR022C	
YMR229C	YDL182W	YCR035C	
YMR229C	YCR035C	YGL120C	
YMR229C	YCR035C	YLR398C	
YOR001W	YCR035C	YJL050W	
YPL004C	YOR261C	YFR004W	YGL048C	YHR027C	YHR200W	YIL075C	YKL145W	YOR117W	YDL097C	YDR427W	
YEL037C	YOR261C	YDR363W-A	YDL007W	YFR004W	YFR052W	YHR027C	YHR200W	YIL075C	YKL145W	YOR117W	YDR427W	
YOR261C	YDR363W-A	YDL147W	YDL007W	YER021W	YFR004W	YFR010W	YFR052W	YGL048C	YHR027C	YHR200W	YIL075C	YKL145W	YOR117W	YDL097C	YDR427W	YPR108W	
YDL014W	YLR197W	YLR455W	YDR496C	
YDL014W	YDR385W	YDR496C	
YDL014W	YHL034C	YMR229C	YDR496C	
YDL014W	YMR229C	YLR455W	YDR496C	
YDL014W	YMR229C	YLR398C	YDR496C	
YDL014W	YMR229C	YDR496C	YHR066W	
YDR174W	YMR229C	YLR455W	YDR496C	
YDR174W	YMR229C	YNL061W	YDR496C	
YLR150W	YDR385W	YDR496C	
YLR150W	YMR229C	YLR455W	YDR496C	
YLR150W	YMR229C	YLR398C	YDR496C	
YLR197W	YNL061W	YDR496C	
YDR385W	YNL061W	YDR496C	
YDL014W	YBL003C	YKR024C	
YDL014W	YDR060W	YOR206W	YMR229C	YHR066W	YKR024C	
YDL014W	YOR310C	YKR024C	
YDR381W	YOR206W	YMR229C	YNL061W	YKR024C	
YDR381W	YOR206W	YMR229C	YHR066W	YKR024C	
YOL077C	YMR229C	YNL061W	YKR024C	
YOR206W	YOR294W	YMR229C	YKR081C	YHR066W	YKR024C	
YOR206W	YOR294W	YMR229C	YNL061W	YKR024C	
YJL052W	YML056C	YKR024C	
YLR432W	YML056C	YKR024C	
YBL002W	YBL003C	YML069W	YGL207W	YKR048C	YDR225W	
YDR155C	YBR109C	YDR234W	
YNL209W	YKR048C	YHR064C	YDR234W	
YNL209W	YIL070C	YDR234W	
YNL209W	YHR064C	YGR285C	YDR234W	
YKR048C	YLR058C	YDR234W	
YIL070C	YDR234W	YGR162W	
YDL014W	YGL120C	YJL050W	YGR162W	
YDR381W	YIL070C	YGR162W	
YDR381W	YNL088W	YGR162W	
YDR381W	YGL120C	YJL050W	YGR162W	
YDR381W	YNL061W	YGR162W	
YIL148W	YJL138C	YGR162W	
YAL029C	YLR249W	YOL109W	
YBR109C	YIL103W	YOL109W	
YKL191W	YIL103W	YOL109W	
YIL021W	YOR210W	YOL109W	
YIL021W	YKL104C	YOL109W	
YDR381W	YDR174W	YNL308C	YER035W	
YDR381W	YDR174W	YJL033W	YER035W	
YDR381W	YHL034C	YJL033W	YER035W	
YDR381W	YHR052W	YNL308C	YER035W	
YDR381W	YNL308C	YGL120C	YER035W	
YDR381W	YGL120C	YJL033W	YER035W	
YLR150W	YGL120C	YJL033W	YER035W	
YHL034C	YMR290C	YJL033W	YER035W	
YHR052W	YNL308C	YMR290C	YER035W	
YNL308C	YNL248C	YER035W	
YHR121W	YGL106W	YKL126W	
YDR388W	YGL106W	YGR086C	YLR429W	YKL126W	
YDR388W	YIL148W	YKL126W	
YDR388W	YDR129C	YKL126W	
YIL148W	YDR099W	YKL126W	
YEL026W	YLR429W	YKL160W	
YDR174W	YLR429W	YKL160W	
YPL146C	YLR429W	YKL160W	
YPL146C	YDR365C	YKL160W	
YOR061W	YDR365C	YKL160W	
YDR087C	YGL106W	YLR429W	YKL160W	
YDR087C	YER131W	YKL160W	
YLR429W	YKR048C	YKL160W	
YLR429W	YIL070C	YKL160W	
YKR048C	YHR064C	YKL160W	
YIL070C	YER131W	YKL160W	
YHR064C	YGR285C	YKL160W	
YER131W	YDR365C	YKL160W	
YDR381W	YLR175W	YLR330W	
YDR381W	YKR048C	YLR330W	
YLR197W	YLR347C	YNL045W	
YLR347C	YMR049C	YNL045W	
YBL058W	YLR249W	YJL138C	
YDR381W	YAL019W	YLR429W	YLR418C	
YDR381W	YAL019W	YGR090W	
YDR381W	YAL019W	YLR435W	
YDR381W	YAL019W	YDR365C	
YIL035C	YAL019W	YOR061W	YLR418C	
YIL035C	YAL019W	YGR090W	
YIL035C	YAL019W	YLR435W	
YAL019W	YOR061W	YBR079C	
YAL019W	YOR061W	YDR365C	
YAL019W	YDR363W-A	YDL147W	YFR052W	YDL097C	
YBL003C	YBR010W	YDR174W	YAL021C	
YBL003C	YDR174W	YAL021C	YHR193C	
YBL003C	YAL021C	YIL148W	
YAL021C	YAR010C	YIL148W	
YAL021C	YDL053C	YHR121W	
YAL027W	YAL029C	YGL106W	
YAL029C	YGL106W	YDR457W	
YAL029C	YGL106W	YOR057W	
YAL029C	YLR249W	YDR457W	
YDL014W	YAL027W	YDR060W	YOR206W	
YDL014W	YDR060W	YOR206W	YMR229C	YGL120C	YJL033W	
YDL014W	YDR060W	YOR206W	YMR229C	YGL120C	YHR066W	
YDL014W	YDR060W	YOR206W	YGL120C	YJL050W	
YDR060W	YMR229C	YNL088W	
YDR060W	YMR229C	YMR290C	YJL033W	
YDR060W	YMR229C	YMR290C	YHR066W	
YDR060W	YMR290C	YJL050W	
YDR060W	YGL120C	YGL173C	
YDL014W	YBL003C	YHR052W	
YDL014W	YHR052W	YMR229C	YNL308C	
YDR381W	YHR052W	YMR229C	YNL308C	
YBL003C	YHR052W	YPR052C	
YOR294W	YHR052W	YMR229C	
YHR052W	YMR229C	YNL308C	YMR290C	
YLR259C	YEL056W	YLL022C	
YER146W	YGL173C	YPR161C	
YOR159C	YJR022W	YGR074W	YLR147C	YPR182W	YER029C	YLR275W	
YOR159C	YJR022W	YGR074W	YLR147C	YPR182W	YLR275W	YER172C	
YJR022W	YPR178W	YGR074W	YPR182W	YER029C	YLR275W	
YJR022W	YPR178W	YGR074W	YPR182W	YLR275W	YER172C	
YDL014W	YML127W	YIL126W	
YOR159C	YKL173W	YGR074W	YHR165C	YLR147C	YPR182W	YER029C	YLR275W	
YOR159C	YKL173W	YGR074W	YHR165C	YLR147C	YER029C	YLR275W	YFL018W-A	
YKL173W	YPR178W	YGR074W	YPR182W	YER029C	YLR275W	
YGR074W	YHR165C	YLR147C	YER029C	YLR275W	YDL043C	
YGR074W	YLR147C	YER029C	YLR275W	YDL043C	YMR240C	
YDL014W	YBR009C	YHR118C	YML065W	
YDL014W	YML065W	YDL060W	
YDR381W	YDR174W	YBR060C	YHR118C	YML065W	
YDR381W	YDR174W	YML065W	YDL060W	
YBR009C	YPR052C	YBR060C	YHR118C	YML065W	
YBR009C	YKR081C	YHR118C	YML065W	
YDR174W	YML065W	YPR175W	
YPR052C	YML065W	YDL060W	
YEL056W	YHR118C	YML065W	YER006W	
YKR081C	YML065W	YDL060W	
YNL209W	YKR048C	YHR064C	YCL014W	
YNL209W	YDR099W	YCL014W	
YNL209W	YCL014W	YCR043C	
YDR388W	YML010W	YCL014W	
YDR388W	YMR186W	YCL014W	
YDR388W	YCL014W	YCR043C	
YDR388W	YCL014W	YPR161C	
YKL191W	YJL052W	YCL014W	
YKL191W	YMR186W	YCL014W	
YJL052W	YEL023C	YCL014W	
YJL052W	YCL014W	YPR161C	
YGL245W	YMR186W	YCL014W	
YKR048C	YCL014W	YLR058C	
YKR048C	YCL014W	YDL105W	
YEL023C	YMR186W	YDR099W	YCL014W	
YEL023C	YMR186W	YCL014W	YFR053C	
YHR064C	YMR186W	YCL014W	
YCL014W	YFR053C	YDL105W	
YCL014W	YFR053C	YPR161C	
YBL003C	YBR010W	YKR048C	YLR058C	
YBL003C	YIL035C	YLR058C	
YBL003C	YIL148W	YLR058C	
YIL035C	YDL215C	YLR058C	
YLR347C	YNL189W	YPR023C	YHR090C	YNL136W	
YLR347C	YNL189W	YPR023C	YNL136W	YJL168C	
YBL003C	YBR009C	YDR174W	YPL047W	
YBL003C	YDR174W	YGL112C	YPL047W	
YBL003C	YMR223W	YDR145W	YGL112C	YPL047W	
YBR009C	YEL056W	YPL047W	
YEL056W	YER006W	YPL047W	
YDR388W	YIL148W	YMR186W	YER086W	
YIL148W	YJL052W	YER086W	
YIL148W	YLR347C	YMR186W	YDR099W	YER086W	
YIL148W	YDR054C	YDR099W	YER086W	
YIL148W	YMR186W	YFR053C	YER086W	
YJL052W	YJR009C	YER086W	
YGL245W	YMR186W	YER086W	
YDR054C	YJR009C	YER086W	
YLR249W	YMR186W	YER086W	
YMR186W	YJR009C	YER086W	
YPL146C	YLR429W	YLR277C	YKL018W	
YDR087C	YLR429W	YLR277C	
YBR109C	YLR429W	YLR277C	
YJL052W	YEL023C	YJR009C	
YJL052W	YEL023C	YER155C	
YEL023C	YLR249W	YMR186W	
YEL023C	YMR186W	YJR009C	
YEL023C	YMR186W	YER155C	
YGR063C	YGL070C	YGL014W	
YOR159C	YKL173W	YGR074W	YHR165C	YLR147C	YPR182W	YLR275W	YER172C	
YKL173W	YPR178W	YGR074W	YPR182W	YLR275W	YER172C	
YNL189W	YGL127C	YOL051W	
YDR174W	YDR176W	YNL317W	
YFL013C	YMR186W	YKL081W	
YMR186W	YKL081W	YNL041C	
YMR186W	YKL081W	YDR457W	
YDL140C	YBR154C	YDL115C	YIL021W	YOR210W	YPR187W	YJL168C	
YBR154C	YDL115C	YOR210W	YPR110C	YPR187W	
YIL148W	YMR186W	YFR053C	YDR457W	
YIL148W	YMR186W	YFR053C	YDR510W	
YIL148W	YFR053C	YDL095W	
YFL013C	YMR186W	YFR053C	
YIL035C	YPL240C	YGL137W	
YDL014W	YLR175W	YLR197W	YNL308C	YER164W	
YDL014W	YLR175W	YHR089C	YNL308C	YER164W	
YDL014W	YLR175W	YMR229C	YNL308C	YER164W	
YDR381W	YLR175W	YHR089C	YNL308C	YER164W	
YDR381W	YLR175W	YMR229C	YNL308C	YER164W	
YDR381W	YPL001W	YER164W	
YOR294W	YMR229C	YKR081C	YER164W	
YIL036W	YPL001W	YER164W	
YLR197W	YLR432W	YER164W	
YDR381W	YCR009C	YLR429W	YPL004C	YGL252C	
YDR381W	YCR009C	YLR429W	YMR229C	YGL252C	
YDR381W	YDR099W	YGL252C	
YEL026W	YCR009C	YGR086C	YLR429W	YGL252C	
YEL026W	YCR009C	YLR429W	YMR229C	YGL252C	
YBL003C	YBR010W	YGL207W	YGL252C	YNL031C	
YBL003C	YLR429W	YGL252C	YNL031C	
YBL003C	YDR054C	YGL252C	
YBR010W	YMR229C	YGL252C	
YCR009C	YDR388W	YGR086C	YLR429W	YGL252C	
YCR009C	YDR388W	YLR429W	YMR229C	YGL252C	
YCR009C	YGR086C	YLR429W	YPL004C	YGL252C	
YCR009C	YJL052W	YGL252C	
YDR388W	YGL207W	YGL252C	
YLR429W	YOR294W	YMR229C	YGL252C	
YDR054C	YDR099W	YGL252C	
YNL312W	YLR347C	YDR510W	
YNL312W	YOR355W	YDR510W	
YIL148W	YJL052W	YDR510W	
YIL148W	YLR347C	YMR186W	YDR510W	
YIL148W	YOR355W	YDR510W	
YIL148W	YEL034W	YDR510W	
YDR385W	YMR186W	YDR510W	
YBL002W	YBL003C	YDR174W	YHR090C	
YDR174W	YLR347C	YNL189W	YHR090C	
YDR381W	YCR009C	YJR032W	
YDR087C	YCR009C	YJR032W	
YCR009C	YJL052W	YJR032W	
YJL052W	YJR032W	YOL068C	
YPL240C	YMR186W	YJR032W	
YDR388W	YOR124C	YIL156W	
YLR347C	YDL215C	YIL156W	
YLR347C	YOR124C	YIL156W	
YDR174W	YLR429W	YLR203C	
YPL146C	YLR429W	YLR203C	
YHR121W	YGL106W	YLR203C	
YBR109C	YGL106W	YLR429W	YLR203C	
YGL106W	YLR429W	YPL004C	YLR203C	
YLR429W	YOR294W	YLR203C	
YDL014W	YAL027W	YDR507C	YLR175W	
YDL014W	YDR507C	YLR175W	YLR197W	YDR365C	YPR161C	
YAL027W	YDR388W	YDR507C	YGL106W	
YDR388W	YDR507C	YGL207W	
YDR388W	YDR507C	YOR124C	
YDR388W	YDR507C	YDR365C	YPR161C	
YDR507C	YLR197W	YLR432W	
YDR507C	YLR197W	YDL105W	YDR365C	
YDR507C	YGL207W	YKR048C	
YDR507C	YKR048C	YDL105W	
YDL014W	YLR175W	YDL040C	YMR229C	YNL308C	
YDL014W	YLR197W	YDL040C	YJL033W	
YDL014W	YDL040C	YMR229C	YJL033W	
YDL014W	YDL040C	YNL308C	YNL248C	
YDL014W	YDL040C	YPL037C	
YDR381W	YDR174W	YDL040C	YMR229C	YNL308C	
YDR381W	YDR174W	YDL040C	YMR229C	YJL033W	
YDR381W	YLR175W	YDL040C	YHR089C	YNL308C	
YDR381W	YLR175W	YDL040C	YMR229C	YNL308C	
YLR175W	YDL040C	YMR229C	YNL308C	YMR290C	
YDL040C	YMR229C	YMR290C	YJL033W	
YDL040C	YPL037C	YMR290C	
YBR072W	YBR127C	YER070W	
YBR072W	YBR127C	YGL227W	
YBR072W	YBR058C	YDL182W	
YLR347C	YML092C	YPR103W	
