YAL040C	YCL030C	YDL029W	YDL047W	YDR018C	YER155C	YER167W	YFR040W	YJL098W	YKL092C	YKR028W	YKR042W	YKR072C	YLL024C	YOR188W	
YAL040C	YBR234C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YHL027W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YPL234C	
YGR082W	YGR193C	YLR157C	YLR199C	YMR060C	YMR203W	YMR263W	YNL018C	YNL070W	YNL121C	YNL131W	YNL330C	YPR133W-A	
YBL084C	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YNL172W	
YBL084C	YDL008W	YDR118W	YDR260C	YER179W	YFR036W	YGL240W	YHR166C	YIR025W	YLR102C	YLR127C	YLR451W	YOR249C	
YBR130C	YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YNL293W	YOL112W	YOR084W	YPL066W	
YBR254C	YCL058C	YDL058W	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YJR116W	YML077W	YOR115C	
YDL008W	YDR260C	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YAL040C	YBR234C	YDL047W	YER167W	YFR040W	YHL027W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YMR028W	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YGL229C	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YOL145C	
YCR002C	YDL225W	YDR507C	YER040W	YER118C	YHR107C	YJR076C	YLR096W	YLR314C	YNL139C	YOR084W	YOR156C	
YBL025W	YBR093C	YCL058C	YDR246W	YFL005W	YGL219C	YGR166W	YKR068C	YML077W	YNL287W	YOR115C	
YBL084C	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR127C	YLR451W	YNL172W	YOR249C	
YBL025W	YBR254C	YDR108W	YDR407C	YGL219C	YGR166W	YGR234W	YJR116W	YMR218C	YOR115C	YOR312C	
YBL084C	YDR118W	YER161C	YFR036W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YNL172W	YOR249C	
YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YOR249C	
YAL005C	YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YLL024C	YOR188W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YOR084W	YOR156C	YPL066W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR451W	
YBL025W	YBR254C	YCL058C	YDR472W	YEL036C	YGR166W	YKL139W	YML077W	YMR218C	YOR115C	YOR197W	
YBL084C	YDR118W	YDR260C	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YMR092C	YOR249C	
YBL084C	YDR260C	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR127C	YNL172W	YOR249C	
YCR087C-A	YCR087W	YHL003C	YHR184W	YJR131W	YKL008C	YLR070C	YML064C	YMR298W	YNL107W	
YDL008W	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR102C	YLR451W	YMR092C	YNL172W	
YAL021C	YAR007C	YBR173C	YDL042C	YDR227W	YJL076W	YJL173C	YLR442C	YML032C	YNL312W	
YDL008W	YDR118W	YFR036W	YGL240W	YIR025W	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YDL008W	YFR036W	YGL240W	YHR118C	YKL022C	YLL051C	YLR102C	YMR092C	YNL172W	YOR249C	
YBL025W	YCL058C	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YML077W	YOR115C	
YBR172C	YCR067C	YIL004C	YIL109C	YKL074C	YLR026C	YLR268W	YOR075W	YPL085W	YPR181C	
YAL040C	YFL009W	YGR092W	YKL092C	YLL024C	YLR079W	YLR127C	YMR199W	YPL256C	YPR120C	
YBR270C	YGR058W	YHR077C	YIL105C	YJL162C	YLR433C	YML057W	YMR068W	YNL047C	YPL059W	
YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	
YDR293C	YDR497C	YER067W	YGL158W	YHR186C	YJR066W	YKL194C	YLR113W	YNL006W	YPL180W	
YBL084C	YDL008W	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLR102C	YLR127C	YLR451W	
YDL235C	YDR497C	YGL158W	YIL147C	YJL128C	YLR006C	YLR113W	YNR031C	YOR208W	YPL180W	
YBL025W	YCL058C	YDR108W	YDR189W	YDR246W	YGL219C	YGR166W	YGR234W	YKR068C	YOR115C	
YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YKR072C	YOL145C	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YJL098W	YKL092C	YKR072C	YLL024C	YMR028W	
YAL043C	YBR205W	YDR390C	YJR093C	YKR002W	YLR115W	YMR061W	YMR182C	YNL317W	YPR107C	
YAL023C	YDL095W	YER014C-A	YGR036C	YJR143C	YKL190W	YKL212W	YOR321W	YOR332W	
YBL084C	YDR118W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR451W	YNL172W	
YBR172C	YDL188C	YDR075W	YDR498C	YIL109C	YLR268W	YOR075W	YOR380W	YPR040W	
YCR002C	YDL225W	YDR085C	YDR507C	YHR107C	YLL021W	YLR314C	YNL233W	YPL066W	
YAL001C	YBR172C	YDR498C	YER148W	YGL241W	YGR246C	YKL074C	YLR268W	YOR075W	
YDL029W	YDR018C	YDR063W	YIL062C	YJR065C	YKL013C	YKR042W	YLR370C	YNR035C	
YBL016W	YDL159W	YDR480W	YEL048C	YGL178W	YGR040W	YHR084W	YIL136W	YPL049C	
YDL088C	YFR002W	YJL039C	YJL057C	YML031W	YML103C	YMR129W	YMR153W	YNL234W	
YBL025W	YCL058C	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YIR040C	
YBR050C	YCL046W	YDR028C	YDR477W	YER027C	YER040W	YGL115W	YGL208W	YML110C	
YBL025W	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YMR218C	YOR115C	
YBR172C	YGL200C	YHR098C	YLR057W	YLR268W	YML012W	YNL049C	YPL218W	YPR181C	
YDL088C	YFR002W	YGL172W	YGR120C	YJL039C	YJL057C	YMR153W	YNL234W	YOR353C	
YAL023C	YDL095W	YER014C-A	YJR143C	YKL080W	YKL190W	YMR211W	YOR002W	YOR321W	
YBR193C	YDL005C	YDL154W	YGL025C	YIL021W	YNR010W	YOL005C	YOL135C	YOR174W	
YBR047W	YDL235C	YER118C	YGL158W	YJL128C	YLR096W	YLR113W	YNL139C	YNR031C	
YAL014C	YAL030W	YBL050W	YBR080C	YDR468C	YGR009C	YJR063W	YLR093C	YPL232W	
YBR103W	YDR390C	YGL023C	YJR093C	YKR002W	YLR115W	YMR061W	YOL123W	YPR107C	
YGL019W	YGR068C	YIL035C	YIL118W	YLR114C	YNL088W	YOR010C	YOR039W	YOR061W	
YAL043C	YDR301W	YDR392W	YJR093C	YKR002W	YMR182C	YNL317W	YOR194C	YPR107C	
YDL088C	YER026C	YJL057C	YML031W	YMR129W	YMR153W	YMR298W	YNL234W	YOR028C	
YBL068W	YDR285W	YER099C	YGR135W	YHL011C	YKL181W	YNL036W	YOL061W	YOL069W	
YDL008W	YDR260C	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR451W	YOR249C	
YDR006C	YER014C-A	YGR036C	YKL093W	YKL190W	YKL212W	YMR081C	YOR239W	YOR332W	
YDR100W	YDR425W	YDR468C	YGL161C	YGL198W	YGR172C	YGR177C	YMR215W	YPL095C	
YDL217C	YGL177W	YJL054W	YLL006W	
YDR238C	YDR385W	YFR051C	YOR133W	
YDL059C	YFL009W	YGR049W	YGR278W	
YBR064W	YBR239C	YMR144W	YOR317W	
YDL071C	YGL097W	YNL155W	YOR364W	
YDL020C	YFR052W	YIL075C	YLR421C	
YDL140C	YOR116C	YOR224C	YOR341W	
YGR065C	YJL199C	YLR198C	YPL094C	
YDR179C	YJR015W	YKR060W	YMR025W	
YBR047W	YCR073C	YJL128C	YLR006C	
YEL013W	YKL061W	YNL122C	YPR185W	
YAL003W	YBR118W	YLR249W	YPR080W	
YBR141C	YER059W	YER156C	YJL084C	
YAL001C	YGR047C	YGR246C	YNR003C	
YGR163W	YLR377C	YML121W	YOL144W	
YER078C	YFL027C	YGR091W	YHR115C	
YDR532C	YHR079C	YJL034W	YKL073W	
YBL059W	YCR099C	YGR203W	YGR262C	
YGR071C	YHR109W	YKL090W	YPL128C	
YDR363W-A	YER008C	YMR287C	YPL029W	
YDR059C	YEL012W	YER100W	YMR022W	
YGR024C	YIL082W	YKL090W	YPL128C	
YBL052C	YHR056C	YLR440C	YNL258C	
YGL022W	YIL097W	YOR103C	YPL227C	
YGR174C	YHR195W	YIL079C	YOL115W	
YAL064W	YGL022W	YMR149W	YOR279C	
YDL076C	YKL047W	YLR098C	YPL130W	
YHR169W	YKL075C	YNL091W	YNL164C	
YDR097C	YMR167W	YNL082W	YPL164C	
YER045C	YGR213C	YGR247W	YOR059C	
YBR296C	YHR188C	YJR015W	YLR137W	
YBR068C	YDR385W	YJL129C	YOR133W	
YDL089W	YGR004W	YMR316C-B	YPR028W	
YDL193W	YDR516C	YFL022C	YGR169C	
YHR098C	YJR048W	YNL334C	YPR175W	
YEL013W	YGR253C	YNL086W	YPR185W	
YCL054W	YDL014W	YLR197W	YOR310C	
YBL043W	YDR099W	YIL131C	YNL042W	
YBR196C	YDL215C	YGL229C	YJL211C	
YBR119W	YLR223C	YNL227C	YOR247W	
YER038C	YLR143W	YML023C	YOL128C	
YBR082C	YDR177W	YEL012W	YMR022W	
YBR154C	YDL140C	YOR224C	YOR341W	
YCR047C	YFL042C	YFL044C	YLR339C	
YDR098C	YGL071W	YGL220W	YLR052W	
YDR013W	YDR489W	YJL072C	YOL146W	
YCR060W	YHR034C	YKR065C	YLR241W	
YDR490C	YHR207C	YLR466W	YOL100W	
YFL023W	YJR072C	YLR243W	YOR262W	
YJR102C	YKL052C	YLR417W	YMR077C	
YDL220C	YDR082W	YMR106C	YMR284W	
YBL050W	YBR080C	YLR093C	YOR106W	
YBL068W	YER099C	YER163C	YOL061W	
YCR093W	YDR376W	YER068W	YIR024C	
YLR105C	YNR058W	YPL083C	
YFL034C-B	YIR016W	YOL036W	
YCL052C	YEL060C	YML031C-A	
YOR131C	YPL034W	YPR123C	
YBL088C	YBR136W	YDR499W	
YHR035W	YLL013C	YMR056C	
YGL254W	YGR047C	YLR257W	
YDL108W	YOR151C	YOR210W	
YDR006C	YKL093W	YMR081C	
YHL027W	YIL131C	YJL056C	
YER064C	YPL212C	YPR125W	
YCR073C	YJL128C	YLR006C	
YDR499W	YER070W	YML058W	
YMR102C	YNL202W	YNL218W	
YDR494W	YPL276W	YPR168W	
YJL143W	YJR045C	YNR017W	
YEL068C	YLR225C	YNL141W	
YDL156W	YFR052W	YIL075C	
YKL093W	YMR081C	YOR239W	
YHR098C	YJL199C	YLR198C	
YDR315C	YNL320W	YOR078W	
YDR252W	YHR193C	YML062C	
YBR285W	YLR297W	YPR156C	
YDR098C	YGL071W	YIR018W	
YBR097W	YLR240W	YLR360W	
YAL026C	YPL048W	YPL146C	
YJR105W	YLR301W	YNL178W	
YDR061W	YLL010C	YOR043W	
YDR529C	YGL061C	YJL179W	
YDR490C	YGR086C	YLR466W	
YHL027W	YJL056C	YOR275C	
YER029C	YLR220W	YNL187W	
YLR008C	YLR125W	YMR030W	
YCR035C	YLR293C	YOL021C	
YGR213C	YMR195W	YOR059C	
YGL166W	YLL028W	YML006C	
YLR143W	YML023C	YOL128C	
YFL016C	YHL045W	YKL189W	
YDL215C	YLR432W	YPR048W	
YAL011W	YGR168C	YIR018W	
YHR186C	YNL006W	YOL078W	
YDL161W	YJR125C	YOR111W	
YBR068C	YKR050W	YOR133W	
YKL174C	YPL036W	YPL136W	
YCL031C	YHR021C	YKL156W	
YBR149W	YDL211C	YNL128W	
YGL230C	YKL110C	YOR161C	
YFR034C	YGR233C	YOL001W	
YER052C	YIR018W	YKR079C	
YDR027C	YDR484W	YJL029C	
YDR063W	YIL062C	YKL013C	
YGL206C	YLR170C	YPR029C	
YDL232W	YGR227W	YOR085W	
YIL097W	YJL008C	YOR117W	
YJR072C	YLR150W	YOR262W	
YER051W	YLR121C	YMR310C	
YFL026W	YGR141W	YMR265C	
YBR112C	YCR039C	YCR084C	
YGR079W	YLR002C	YNL081C	
YEL042W	YJL152W	YOR281C	
YBL066C	YBR127C	YGR117C	
YKL017C	YNL279W	YOL108C	
YDL215C	YNL199C	YPR048W	
YER144C	YOR034C	YOR171C	
YBR162W-A	YIL027C	YML108W	
YBR172C	YKL012W	YKL074C	
YGL097W	YNL155W	YOR364W	
YDR455C	YLR173W	YOR108W	
YBR087W	YBR088C	YOR217W	
YBL008W	YGR063C	YML095C	
YGL105W	YGL245W	YKL205W	
YDR478W	YLR435W	YNL221C	
YFL016C	YHL045W	YKR006C	
YBR218C	YGL062W	YNL117W	
YCL056C	YDL157C	YNL100W	
YBR013C	YDL104C	YGR292W	
YDR200C	YLR238W	YMR052W	
YBL102W	YFL058W	YGR068C	
YHR096C	YLL020C	YPL190C	
YDL212W	YDR508C	YPR025C	
YLR105C	YMR059W	YNR058W	
YBL081W	YBR212W	YDL167C	
YAL035W	YKR065C	YLR241W	
YCR039C	YCR084C	YMR043W	
YDR394W	YGR232W	YOR259C	
YER045C	YMR195W	YOR059C	
YBL045C	YLR090W	YPR191W	
YJR102C	YLR417W	YPL002C	
YGR142W	YLR225C	YNL141W	
YER159C-A	YOR142W-A	YPR158W-A	
YDR020C	YGR079W	YNR012W	
YJL057C	YMR129W	YOR028C	
YCR045C	YMR228W	YOR348C	
YCR030C	YDR158W	YJR126C	
YBR110W	YDL055C	YOR360C	
YBL056W	YDR071C	YER089C	
YLR159W	YOR342C	YPL280W	
YJR065C	YKL013C	YNR035C	
YBL068W	YNL036W	YOL061W	
YHR169W	YKL075C	YNL091W	
YJR072C	YLR243W	YOR262W	
YGR003W	YLR297W	YPR156C	
YEL002C	YOR103C	YPL227C	
YLR294C	YOR190W	YPR033C	
YHR185C	YIL007C	YPL204W	
YEL013W	YHR128W	YPR185W	
YDR200C	YFR008W	YMR029C	
YCR100C	YER077C	YIL110W	
YFL040W	YLR349W	YMR159C	
YBR207W	YGR152C	YOR068C	
YAL035W	YDL220C	YMR260C	
YDL006W	YIL147C	YOR208W	
YDR172W	YDR300C	YLL026W	
YDL208W	YHR072W-A	YHR089C	
YDL210W	YGL230C	YKL110C	
YGL058W	YGR184C	YOL080C	
YHR174W	YLR265C	YPR053C	
YAL036C	YDR152W	YNR022C	
YDL063C	YDR381W	YPL131W	
YJL082W	YKL072W	YLR014C	
YFL010C	YOL106W	YPL059W	
YFR003C	YIL064W	YOR147W	
YBL066C	YGR117C	YML091C	
YBR114W	YER162C	YJR052W	
YDR001C	YLR081W	YLR270W	
YCL009C	YER094C	YOR157C	
YHL025W	YLR236C	YLR438W	
YDL077C	YLR396C	YMR231W	
YCL026C-A	YCR048W	YLR177W	
YEL063C	YOR345C	YPL139C	
YLR161W	YNL187W	YNR028W	
YJR005W	YKL072W	YLR014C	
YKL075C	YNL091W	YOR148C	
YDL106C	YKR099W	YLR058C	
YDL081C	YGR209C	YPL005W	
YBR260C	YGR196C	YGR253C	
YML075C	YNR009W	YOR102W	
YDR123C	YNL279W	YOL108C	
YIL002C	YNL106C	YOR109W	
YBR054W	YDR190C	YOR040W	
YDL077C	YLR148W	YMR231W	
YCR040W	YLR082C	YMR043W	
YJR080C	YLL024C	YLR459W	
YDR142C	YHR160C	YIL160C	
YDR492W	YOL035C	YOR315W	
YDR385W	YFR051C	YOR133W	
YDL210W	YGL230C	YOR161C	
YDR132C	YHR170W	YLR075W	
YBR068C	YDR385W	YOR133W	
YDR091C	YGL185C	YOL113W	
YEL041W	YHR115C	YKL009W	
YBR064W	YBR239C	YOR317W	
YAL035W	YDL220C	YDR082W	
YBL008W	YGR063C	YOR038C	
YDL006W	YDL230W	YOR208W	
YDR363W-A	YPL029W	YPR055W	
YJL128C	YLR006C	YNR031C	
YCL007C	YDR366C	YER071C	
YDL011C	YEL023C	YOR046C	
YBL001C	YER067W	YPL068C	
YBR059C	YGR199W	YML014W	
YOR172W	YOR232W	YOR239W	
YBR239C	YDR313C	YPL133C	
YFL052W	YJL125C	YOR366W	
YLL010C	YLR019W	YOR043W	
YBR250W	YFL020C	YML038C	
YGR089W	YHL010C	YLR086W	
YJL137C	YLR258W	YLR273C	
YGL236C	YMR023C	YPL179W	
YCL046W	YOR213C	YPL208W	
YHR050W	YKR089C	YOR057W	
YGL019W	YIL035C	YJR131W	
YBL025W	YDL113C	YJL036W	
YER143W	YJR141W	YNR071C	
YBR112C	YCR084C	YDR043C	
Q0045	Q0275	YGL187C	
YDR268W	YOR308C	YPR178W	
YEL019C	YML070W	YOR266W	
YDR140W	YIL151C	YNR046W	
YOR034C	YOR171C	YOR185C	
YCR047C	YFL044C	YLR339C	
YDR164C	YKR014C	YNR049C	
YML104C	YPL084W	YPR099C	
YEL042W	YJL152W	YLR250W	
YBR042C	YHR115C	YLR215C	
YBR054W	YDR190C	YPL235W	
YBR281C	YNL191W	YNL287W	
YLL024C	YLR459W	YNL301C	
YHR102W	YLR365W	YOR257W	
YAL062W	YDR281C	YLR267W	
YIL074C	YKL001C	YNL311C	
YDL214C	YLL059C	YML011C	
YBR162W-A	YJR025C	YML108W	
YFR016C	YGL139W	YOR010C	
YFL027C	YHR115C	YOR215C	
YGR009C	YMR183C	YPL232W	
YBR190W	YBR244W	YLR117C	
YJR093C	YLR115W	YPR107C	
YDL070W	YNL266W	YOL131W	
YAL001C	YDR362C	YMR226C	
YHR143W-A	YIL025C	YOR006C	
YGL155W	YKL019W	YML097C	
YBR202W	YHR118C	YLR274W	
YEL063C	YGR057C	YOR345C	
YBL100W-A	YKL095W	YNL229C	
YAR003W	YDR140W	YNR046W	
YFR003C	YIL064W	YPR050C	
YDR435C	YFL040W	YLR349W	
YAL003W	YBR118W	YLR249W	
YGL023C	YGL236C	YMR023C	
YFR037C	YJR031C	YMR091C	
YHR187W	YLR327C	YMR312W	
YDR464W	YMR087W	YNL135C	
YLR148W	YMR231W	YPL045W	
YGR101W	YHL021C	YJL213W	
YDL099W	YKL050C	YML102W	
YBR087W	YJR068W	YOR217W	
YER031C	YGL210W	YNL146W	
YDR097C	YNL082W	YOL090W	
YBL106C	YDL161W	YLR206W	
YGR071C	YHR109W	YPL128C	
YBR162W-A	YLR090W	YML108W	
YBR060C	YNL261W	YPR019W	
YHR149C	YLR448W	YMR273C	
YBL093C	YGL100W	YOR014W	
YCR093W	YIL038C	YPR072W	
YGR241C	YJL174W	YNL020C	
YGR079W	YNL081C	YNR012W	
YEL012W	YER100W	YMR022W	
YAR014C	YER158C	YKL120W	
YDL005C	YGL025C	YOR174W	
YHL031C	YKL006C-A	YKL179C	
YDR364C	YGR006W	YKR086W	
YGR196C	YGR253C	YPR185W	
YDR191W	YLR403W	YOR025W	
YCL026C-A	YCR048W	YLR242C	
YGR240C	YMR223W	YOR100C	
YBR218C	YER065C	YGL062W	
YDL012C	YFR047C	YLL046C	
YFL020C	YLR054C	YML038C	
YLR080W	YMR083W	YOL131W	
YIL072W	YLR263W	YOR351C	
YER002W	YHR066W	YHR088W	
YDL044C	YDR505C	YGL122C	
YDR207C	YJR094C	YMR139W	
YFL020C	YGR072W	YKL149C	
YBL046W	YNL201C	YPR101W	
YGR010W	YLR328W	YLR438W	
YDR415C	YJR089W	YOR305W	
YCR047C	YLR339C	YNL282W	
YDR374C	YDR504C	YJL070C	
YBR034C	YER017C	YMR089C	
YBR118W	YLR249W	YPR080W	
YKR030W	YLR128W	YOR198C	
YAR033W	YGL051W	YKL174C	
YBL071C	YNL261W	YPR019W	
YDR059C	YER100W	YMR022W	
YDR373W	YNL267W	YOR136W	
YHR156C	YMR151W	YMR235C	
YBR188C	YLL036C	YLR117C	
YCR014C	YJL110C	YOL085C	
Q0085	YDR298C	YPL078C	
YDR091C	YGL185C	YLR192C	
YDR021W	YER127W	YML130C	
YAL023C	YDL095W	YJR143C	
YGR065C	YHR098C	YJL199C	
YCL026C-A	YGL213C	YHL022C	
YBL088C	YBR136W	YGR180C	
YDR201W	YDR353W	YKR083C	
YDR351W	YHR103W	YOR284W	
YHR106W	YLR368W	YPR093C	
YIL149C	YKR095W	YML107C	
YBR034C	YBR185C	YER017C	
YBL022C	YDR086C	YLR378C	
YDL220C	YDR082W	YMR284W	
YDL246C	YJR037W	YJR159W	
YDR428C	YER094C	YOR157C	
YCR066W	YGL058W	YOL080C	
YBR068C	YCL018W	YKL106W	
YER153C	YGR222W	YJL170C	
YMR317W	YNL279W	YOL108C	
YER048C	YPL205C	YPR020W	
YBR069C	YLR332W	YOL109W	
YFL067W	YHR056C	YLL018C	
YGL022W	YMR149W	YOR279C	
YFR004W	YIR011C	YOR261C	
YER077C	YFR015C	YJL137C	
YER053C	YLR326W	YPL151C	
YDR484W	YGR245C	YJL029C	
YIL070C	YML054C	YNR017W	
YGL105W	YGR264C	YKL205W	
YCR093W	YER068W	YPR072W	
YBL033C	YKR010C	YPR172W	
YDR227W	YLR442C	YNL216W	
YGL105W	YGL245W	YHL020C	
YDR070C	YFL017C	YOL059W	
YHR079C	YJL034W	YKL073W	
YDL111C	YHR069C	YJL050W	
YDR166C	YIL068C	YLR166C	
YJL158C	YLR226W	YPR161C	
YBL050W	YBR080C	YLR093C	
YGL018C	YJR104C	YLR369W	
YGR211W	YGR283C	YNL281W	
YJL006C	YKL139W	YOR323C	
YBL082C	YEL002C	YPL227C	
YGR097W	YKL116C	YLR389C	
YHR005C-A	YLL013C	YMR056C	
YIL001W	YJL141C	YOL133W	
YHL027W	YIL131C	YNL042W	
YLR148W	YLR396C	YOR106W	
YHR170W	YIR012W	YLR075W	
YLL016W	YOR101W	YPR169W	
YAL047C	YJL113W	YJL114W	
YDL114W	YDL123W	YDR348C	
YJR074W	YOR171C	YOR185C	
YLR115W	YLR277C	YLR437C	
YFR043C	YLR170C	YPR029C	
YIL153W	YJL139C	YOL044W	
YBR048W	YDR450W	YOR037W	
YBR058C	YOL059W	YOL113W	
YEL022W	YFR037C	YJR031C	
YBR083W	YHR084W	YKL043W	
YBL039C	YDR133C	YJR103W	
YAR033W	YKL174C	YPL036W	
YBL081W	YDL167C	YOR167C	
YGR191W	YLR283W	YPL218W	
YDR238C	YDR385W	YFR051C	
YDR387C	YML069W	YOR292C	
YDR221W	YMR151W	YMR235C	
YDR252W	YHR193C	YJR055W	
YJL019W	YOL104C	YOR257W	
YBL019W	YEL009C	YPL038W	
YKL224C	YLR030W	YNL326C	
YKR065C	YLR036C	YLR241W	
YDL114W	YDR348C	YMR295C	
YGL214W	YLR435W	YNL221C	
YER077C	YFR015C	YIL110W	
YDL076C	YLR098C	YPL130W	
YDL059C	YFL009W	YGR049W	
YHR074W	YIL092W	YNR040W	
YDR218C	YGR059W	YMR065W	
YBR233W	YMR173W	YPR096C	
YHR056C	YLL018C	YOR282W	
YGR173W	YIL162W	YMR319C	
YDR503C	YIL169C	YNR074C	
YBR019C	YEL016C	YOL150C	
YBR006W	YHR053C	YKL023W	
YCR045C	YLR294C	YOR348C	
YJL090C	YKL108W	YNL262W	
YDL052C	YDR365C	YMR296C	
YDR335W	YHR009C	YOR359W	
YAL058W	YKL197C	YOR236W	
YKR095W	YLR435W	YML107C	
YBR246W	YDR520C	YKR034W	
YIL068C	YPL179W	YPR055W	
YDL044C	YDR505C	YLL051C	
YBL092W	YDR398W	YMR093W	
YEL064C	YEL070W	YNR058W	
YAL001C	YNL039W	YPL061W	
YBR171W	YCL057W	YOR254C	
YGR136W	YIL108W	YPL111W	
YBR162C	YNL217W	YPR155C	
YIL035C	YOR039W	YOR061W	
YDL054C	YGR173W	YMR319C	
YGR280C	YMR102C	YNL202W	
YBL002W	YCR040W	YMR043W	
YDR059C	YDR177W	YMR022W	
YER039C	YJR058C	YMR119W	
YBR074W	YLR080W	YMR083W	
YCR099C	YGR203W	YIL059C	
YGL122C	YIL092W	YNR040W	
YDL084W	YER063W	YPR057W	
YKL174C	YLR345W	YPL036W	
YOL103W-B	YOR142W-A	YPR158W-A	
YGR026W	YLR324W	YPR028W	
YGR178C	YHR121W	YJL035C	
YCR052W	YIL084C	YNL202W	
YGL245W	YHL020C	YKL098W	
YCL063W	YER150W	YJL043W	
YJL064W	YJL065C	YNR029C	
YBR036C	YDR270W	YNL259C	
YHL003C	YKL008C	YNL107W	
YER113C	YGL138C	YGR123C	
YFL010C	YJL162C	YPL059W	
YBR010W	YNL030W	YNL031C	
YER140W	YKL056C	YLR285W	
YGL180W	YGR253C	YPR185W	
YER078C	YFL027C	YGR091W	
YGR073C	YLL032C	YML119W	
YDR416W	YGR129W	YKL095W	
YCL007C	YER071C	YOR171C	
YGL166W	YKR011C	YML006C	
YDL114W	YDR348C	YLR040C	
YAR003W	YDR140W	YIL151C	
YKL126W	YMR104C	YOR154W	
YBL033C	YNL105W	YPR172W	
YBL006C	YDR013W	YDR489W	
YLR059C	YLR355C	YMR302C	
YDR370C	YFL049W	YOL152W	
YGR136W	YIL108W	YOR032C	
YFL030W	YIL077C	YKR007W	
YBL051C	YIL151C	YKR096W	
YIL025C	YOR006C	YOR352W	
YDR225W	YHL001W	YJL081C	
YHR179W	YJL090C	YKL108W	
YDL114W	YDL123W	YLR040C	
YDR179C	YJR015W	YKR060W	
YDR433W	YGR144W	YNL116W	
YJR102C	YML015C	YMR077C	
YDR227W	YMR106C	YMR284W	
YBR133C	YDL036C	YER087W	
YDR356W	YHR172W	YNL126W	
YGR237C	YLR128W	YOR198C	
YBR064W	YDL023C	YJL159W	
YGL090W	YHR174W	YLR265C	
YDR516C	YFL022C	YGR169C	
YDL002C	YGL150C	YLR052W	
YCL017C	YJR104C	YLR369W	
YBL053W	YEL069C	YGL249W	
YCR045C	YJL084C	YOR348C	
YGR010W	YLR236C	YLR438W	
YDL090C	YKL019W	YML097C	
YFL018C	YGL063W	YJR051W	
YDL235C	YJL128C	YNR031C	
YDR532C	YHR079C	YKL073W	
YCR005C	YJL042W	YPL245W	
YCR030C	YJR126C	YMR132C	
YDR444W	YGR083C	YLR291C	
YER044C	YGR060W	YJL202C	
YFL030W	YGR163W	YKR007W	
YEL041W	YHR115C	YJR049C	
YBL014C	YKL137W	YML043C	
YLR238W	YMR029C	YMR052W	
YBR068C	YJL129C	YOR133W	
YHR014W	YHR185C	YIL007C	
YDR293C	YJR066W	YKL203C	
YHR136C	YNL208W	YOR285W	
YBR068C	YJL129C	YKL106W	
YDR038C	YDR380W	YOR382W	
YBL042C	YER021W	YPR108W	
YBL032W	YML105C	YPR088C	
YGL154C	YGL254W	YHR215W	
YGR052W	YJL086C	YPL060W	
YCR041W	YJL031C	YPR176C	
YNL151C	YNR003C	YPR190C	
YER147C	YHR168W	YNL260C	
YGR032W	YJL034W	YKL073W	
YBR196C	YDL215C	YLR432W	
YAR008W	YLR105C	YPL083C	
YCR047C	YFL042C	YLR339C	
YHR117W	YML129C	YOR110W	
YBR178W	YHR094C	YHR122W	
YHR091C	YLR312C	YOL088C	
YEL064C	YIR034C	YOR242C	
YDR503C	YER049W	YNR074C	
YLR358C	YMR228W	YNL145W	
