YBL019W	YBR115C	YBR161W	YBR289W	YCL044C	YCR020W-B	YDL179W	YDR520C	YEL047C	YGR275W	YHL025W	YJL176C	YLR321C	YLR357W	YMR091C	YNL307C	YNR023W	YOL070C	YOR290C	
YBR235W	YDR001C	YDR017C	YDR099W	YDR348C	YER177W	YFR017C	YGL181W	YGR097W	YHR161C	YIR003W	YKR098C	YLR176C	YLR256W	YNL267W	YNR014W	YNR047W	YOR140W	YOR220W	
YBR235W	YDR001C	YDR017C	YDR099W	YDR348C	YER177W	YFR017C	YGL181W	YGR097W	YHR161C	YIR003W	YKR098C	YLR176C	YLR256W	YLR345W	YNL267W	YNR014W	YNR047W	YOR140W	
YBL093C	YCR081W	YDL005C	YDR308C	YER022W	YGL025C	YGL127C	YGR104C	YHR041C	YKL054C	YMR230W	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPL210C	YPR070W	YPR168W	
YBR069C	YBR139W	YBR166C	YBR169C	YCL014W	YDR006C	YDR234W	YDR457W	YDR484W	YER071C	YGL066W	YGR285C	YHR064C	YJL095W	YKL047W	YLR262C	YNL209W	YOL087C	YOR081C	
YBL093C	YCR081W	YDL005C	YDR308C	YDR443C	YGL025C	YGL127C	YGR104C	YGR198W	YHR041C	YKR067W	YMR287C	YNL236W	YNR010W	YOL051W	YOR174W	YOR349W	YPL042C	YPR070W	
YAL011W	YBR231C	YDL155W	YDR334W	YDR485C	YEL018W	YGR002C	YGR086C	YJL081C	YJR156C	YKR086W	YLR079W	YLR085C	YLR385C	YLR399C	YNL107W	YOL045W	YOL052C	YPR115W	
YBR044C	YBR161W	YCR020W-B	YDL040C	YDL179W	YDR303C	YER062C	YGR056W	YGR275W	YHR013C	YIL126W	YKR008W	YLR033W	YLR357W	YML127W	YMR033W	YMR091C	YMR125W	YOR253W	
YAL011W	YBR231C	YDL070W	YDR227W	YDR334W	YDR485C	YGR086C	YGR267C	YJR156C	YKR086W	YLR079W	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL045W	YOL052C	YPR115W	
YBL059W	YBL082C	YCR079W	YDL115C	YDL140C	YDR075W	YDR289C	YDR404C	YGL019W	YGL043W	YGL070C	YGL124C	YGR005C	YGR063C	YGR186W	YJR017C	YML010W	YOR151C	YPR187W	
YBL054W	YBR067C	YCR014C	YDL004W	YDL036C	YDL066W	YDR108W	YDR363W-A	YER151C	YGL094C	YHR200W	YLR421C	YML029W	YMR118C	YMR173W	YNL047C	YNL087W	YOL109W	YOR209C	
YBR030W	YBR130C	YBR218C	YCR008W	YDL181W	YGL106W	YGR003W	YGR188C	YKL124W	YKR010C	YLR288C	YLR304C	YLR319C	YLR356W	YNL023C	YOR127W	YOR326W	YPL040C	YPR188C	
YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YGL066W	YGL112C	YGR130C	YGR252W	YLR055C	YML031W	YML098W	YMR223W	YMR227C	YOL148C	YOR023C	YPL047W	YPL254W	YPR008W	
YBL054W	YCR014C	YDL036C	YDL175C	YDR108W	YDR363W-A	YFR010W	YGL094C	YGR061C	YGR232W	YHR200W	YKL007W	YLR421C	YNL047C	YNL087W	YOR124C	YOR209C	YPR045C	YPR078C	
YBL054W	YCR009C	YDL036C	YDL190C	YDR081C	YDR363W-A	YEL037C	YER162C	YGL094C	YGR232W	YHR200W	YKL005C	YKL145W	YLR421C	YML011C	YOR117W	YOR209C	YPL096W	YPR062W	
YBR081C	YCL010C	YDR145W	YDR176W	YDR392W	YGL066W	YGL112C	YGR130C	YGR252W	YLR055C	YML098W	YMR223W	YMR227C	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBL054W	YBR025C	YCR014C	YDL030W	YDL036C	YDL175C	YDR108W	YDR363W-A	YDR394W	YER041W	YFR010W	YGL094C	YHR027C	YHR200W	YKL007W	YLR341W	YLR421C	YNL087W	YOR209C	
YAL011W	YBR231C	YDR334W	YDR359C	YDR485C	YEL018W	YFL024C	YHR090C	YJR082C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YNL136W	YOL052C	YPL066W	YPR023C	YPR031W	
YBL052C	YFR001W	YGR124W	YJR082C	YKL113C	YKL172W	YLR196W	YLR455W	YMR229C	YNL088W	YNL299W	YOL077C	YOR064C	YOR140W	YOR206W	YOR310C	YPR031W	YPR131C	YPR137W	
YAL011W	YBL106C	YDL002C	YDR334W	YDR359C	YEL018W	YER092W	YFL013C	YGR002C	YJL081C	YJR082C	YLR052W	YML041C	YNL059C	YNL136W	YOR189W	YPL129W	YPR023C	YPR031W	
YBR084W	YCL031C	YDR043C	YGL019W	YGL207W	YHR035W	YIL035C	YKL160W	YLR362W	YMR041C	YMR154C	YNL030W	YNL031C	YOL054W	YOL088C	YOL145C	YOR052C	YOR054C	YOR101W	
YBL054W	YBR080C	YDL036C	YDL175C	YDR108W	YDR363W-A	YFR010W	YGL094C	YGR061C	YGR232W	YHR200W	YKL007W	YLR421C	YNL047C	YNL087W	YOR124C	YOR209C	YPR045C	YPR078C	
YBL059W	YBL082C	YCR079W	YDL115C	YDL140C	YDR289C	YDR404C	YGL043W	YGL070C	YGL124C	YGR005C	YGR063C	YGR186W	YJR017C	YML010W	YOR151C	YOR224C	YPL129W	YPR187W	
YBL059W	YBL082C	YCR079W	YDL115C	YDL140C	YDR289C	YDR404C	YGL043W	YGL070C	YGL124C	YGR005C	YGR063C	YGR186W	YJL176C	YJR017C	YOR151C	YOR189W	YPL129W	YPR187W	
YCL030C	YCR053W	YDL077C	YDR127W	YFR044C	YGR240C	YHR062C	YHR179W	YJL080C	YJR009C	YLR153C	YNL102W	YNL273W	YOL013C	YOR299W	YOR368W	YOR375C	YPR069C	YPR164W	
YAL011W	YBR231C	YDL070W	YDL155W	YDR334W	YDR485C	YGR002C	YGR086C	YJR156C	YKR086W	YLR079W	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL045W	YOL052C	YPR115W	
YCL059C	YCR016W	YDL208W	YDL213C	YGL078C	YGR283C	YHR089C	YIL159W	YJL010C	YJL162C	YLR144C	YLR175W	YLR197W	YMR310C	YNL227C	YNL308C	YNR067C	YOL008W	YPL009C	
YCL030C	YCR053W	YDR127W	YDR129C	YER091C	YFR044C	YHL014C	YHR179W	YJL080C	YJR009C	YNL273W	YOL013C	YOR027W	YOR368W	YOR375C	YPL003W	YPL240C	YPR069C	YPR164W	
YBL054W	YCR014C	YDL007W	YDL036C	YDL175C	YDR108W	YDR363W-A	YFR010W	YGL094C	YGR232W	YHR200W	YJR066W	YKL007W	YLR421C	YNL047C	YNL087W	YOR124C	YOR209C	YPR045C	
YBL054W	YBR080C	YCR014C	YDL030W	YDL036C	YDL175C	YDR108W	YDR363W-A	YFR010W	YGL094C	YGR232W	YHR200W	YKL007W	YLR421C	YNL047C	YNL087W	YOR115C	YOR209C	YPR078C	
YBR044C	YBR161W	YCR020W-B	YCR052W	YEL047C	YER062C	YFL033C	YGR056W	YGR275W	YIL126W	YJL176C	YKR008W	YLR033W	YLR357W	YML127W	YMR033W	YMR091C	YNL307C	YPL016W	
YAL011W	YBR231C	YCR060W	YDR190C	YDR334W	YDR485C	YGR002C	YGR086C	YGR267C	YJR156C	YLR079W	YLR085C	YLR385C	YLR399C	YML041C	YNR052C	YOL045W	YOL052C	YPR115W	
YAL011W	YBR231C	YCR060W	YDR190C	YDR334W	YDR485C	YEL018W	YGR086C	YGR173W	YJL081C	YJR082C	YKR072C	YLR085C	YLR385C	YML041C	YNL107W	YNL229C	YOL052C	YPL235W	
YBR154C	YDR026C	YDR156W	YFL023W	YFR028C	YHR143W-A	YIR024C	YJL076W	YJL148W	YJL207C	YJR063W	YNL113W	YNL248C	YOR210W	YOR340C	YPR010C	YPR049C	YPR110C	
YBL024W	YDR337W	YDR347W	YGL129C	YGR165W	YHL004W	YHR059W	YIL070C	YIL093C	YJL063C	YJR060W	YJR113C	YKL151C	YNL168C	YNR036C	YOL143C	YOR158W	YPL032C	
YBR139W	YBR166C	YDR006C	YDR234W	YDR457W	YDR484W	YER071C	YFL007W	YGR232W	YGR285C	YHR064C	YIL071C	YKL047W	YLR262C	YNL209W	YOL025W	YOL087C	YOR081C	
YCL059C	YCR016W	YDL208W	YDL213C	YGL078C	YGR283C	YHR089C	YIL159W	YJL010C	YJL162C	YLR175W	YLR197W	YMR310C	YNL227C	YNL308C	YNR067C	YOL008W	YPL009C	
YBR289W	YDR520C	YFL049W	YGR275W	YHL025W	YIL177C	YJL137C	YJL176C	YLR035C	YMR033W	YMR159C	YNL085W	YNR023W	YOR156C	YOR290C	YPL208W	YPR034W	YPR081C	
YBR289W	YDR520C	YER155C	YFL049W	YHL025W	YJL137C	YJL176C	YLR035C	YMR033W	YMR159C	YNL085W	YNR023W	YOR156C	YOR290C	YPL016W	YPL208W	YPR034W	YPR081C	
YBR161W	YCL044C	YDL179W	YEL047C	YER062C	YER155C	YGR056W	YGR275W	YIL177C	YJL137C	YKR008W	YLR035C	YLR357W	YMR091C	YMR159C	YPL208W	YPR034W	YPR081C	
YBL059W	YBR154C	YDL115C	YFL023W	YGL043W	YGL070C	YGR063C	YIL021W	YJL140W	YML010W	YML114C	YOR151C	YOR210W	YOR224C	YPL129W	YPL225W	YPR133C	YPR187W	
YBR069C	YBR139W	YBR166C	YBR169C	YDR006C	YDR165W	YDR484W	YER071C	YFR053C	YGL253W	YGR285C	YHR064C	YJL095W	YKL047W	YLR135W	YNL209W	YOL087C	YOR081C	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YGR179C	YJL105W	YJR135C	YLR315W	YLR381W	YMR198W	YNR062C	YOR342C	YPL018W	YPR046W	
YDL042C	YDL150W	YDR045C	YDR495C	YJL011C	YKL144C	YKR025W	YNL039W	YNL113W	YNL151C	YNR003C	YOL021C	YOR116C	YOR207C	YOR210W	YPR110C	YPR187W	YPR190C	
YAL011W	YBR231C	YDR334W	YDR359C	YDR485C	YEL018W	YFL024C	YHR090C	YJL081C	YJR082C	YLR399C	YML041C	YNL107W	YNL136W	YOR244W	YPL066W	YPR023C	YPR031W	
YBR081C	YBR198C	YDR145W	YDR167W	YDR176W	YDR392W	YDR448W	YDR523C	YGL066W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YOL148C	YOR023C	YPL047W	YPL254W	
YBR161W	YCL044C	YDL179W	YDR520C	YEL047C	YER062C	YGR056W	YGR275W	YIL177C	YJL137C	YLR035C	YLR321C	YLR357W	YMR091C	YMR159C	YOR156C	YPR034W	YPR081C	
YAL011W	YBR231C	YDR334W	YDR359C	YEL018W	YGR002C	YHR090C	YHR099W	YJL081C	YJR082C	YLR385C	YLR399C	YNL107W	YNL136W	YOL052C	YPL066W	YPR023C	YPR031W	
YBL024W	YBR146W	YDR462W	YDR494W	YER050C	YER063W	YGR215W	YHR059W	YIL070C	YJR031C	YJR101W	YKL151C	YKL155C	YNL168C	YNR037C	YOL143C	YOR158W	YPL032C	
YAL019W	YBR088C	YDR043C	YER164W	YGL019W	YGR063C	YIL035C	YKL160W	YKR072C	YLR072W	YLR387C	YLR407W	YMR154C	YMR172W	YNL031C	YOL088C	YOR039W	YOR061W	
YBL054W	YBR025C	YBR080C	YCR014C	YDL036C	YDR363W-A	YER041W	YFR010W	YGL048C	YGL094C	YGR232W	YHR027C	YHR200W	YJR066W	YLR341W	YLR421C	YNL087W	YOR209C	
YAL013W	YBR223C	YDL076C	YGR255C	YGR263C	YIL084C	YJL168C	YKL185W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR023C	YPR184W	
YDL155W	YDR490C	YFR019W	YGL116W	YGR086C	YGR130C	YJL110C	YJR156C	YKL142W	YLR079W	YLR179C	YMR031C	YMR086W	YNL067W	YOL045W	YPL004C	YPL155C	YPR115W	
YBR125C	YDL156W	YEL056W	YER161C	YGL229C	YIR035C	YJL102W	YJL187C	YJR154W	YLL022C	YMR233W	YNL030W	YNL206C	YNL261W	YOR058C	YOR386W	YPL001W	YPR162C	
YBR125C	YDL156W	YEL056W	YER161C	YGL229C	YIR035C	YJL187C	YJR154W	YLL022C	YMR230W	YMR233W	YNL030W	YNL206C	YNL261W	YOR058C	YOR386W	YPL001W	YPR162C	
YDL156W	YDR117C	YDR415C	YER131W	YFR028C	YGL173C	YHL034C	YIR001C	YLR226W	YMR072W	YNL004W	YNL248C	YNL255C	YNR051C	YOR091W	YOR198C	YPL127C	YPR161C	
YBR066C	YBR198C	YCL010C	YCR082W	YDR176W	YDR208W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YML015C	YMR223W	YOL148C	YOR023C	YPL011C	YPL047W	YPL254W	
YAL034C	YBR095C	YBR223C	YDL076C	YGR255C	YGR263C	YIL084C	YKL185W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR023C	YPR184W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YDR406W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YMR236W	YOL148C	YOR023C	YPL011C	YPL047W	YPL254W	
YBL055C	YBR025C	YCR035C	YDL111C	YDR280W	YER143W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YJR051W	YKL129C	YNL232W	YNR024W	YOL021C	YOL142W	YOR001W	
YBL074C	YBR119W	YDL087C	YFL017W-A	YGR013W	YGR074W	YGR091W	YHR165C	YIL061C	YLR014C	YLR275W	YLR298C	YML046W	YNL024C	YNL092W	YOR305W	YOR308C	YPR057W	
YBL055C	YBL105C	YBR025C	YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YJR051W	YMR193W	YNL232W	YNR024W	YOL021C	YOL142W	YOR001W	
YBL093C	YCR081W	YDL005C	YDR308C	YDR443C	YGL025C	YGL127C	YGR104C	YGR198W	YHR041C	YKR067W	YMR287C	YNL236W	YNR010W	YOL051W	YOR174W	YOR349W	YPR070W	
YCR057C	YDR071C	YDR365C	YGL120C	YGL128C	YGR145W	YHR065C	YIL142W	YJL069C	YJL147C	YLR129W	YLR222C	YLR409C	YMR259C	YNL224C	YNR054C	YOR310C	YPR137W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR208W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR208W	YDR392W	YDR406W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL254W	YPR008W	
YBL093C	YCR081W	YDL005C	YDR308C	YER022W	YGL025C	YGL127C	YGR104C	YHR041C	YMR230W	YNL236W	YNR010W	YOL051W	YOL135C	YPL042C	YPL210C	YPR070W	YPR168W	
YBL074C	YBR119W	YDR240C	YER172C	YFL017W-A	YGR074W	YHR127W	YJR022W	YKL012W	YKL173W	YLR014C	YLR275W	YLR298C	YNL024C	YNL092W	YNL147W	YOR305W	YPR057W	
YBL059W	YBR154C	YDL115C	YFL023W	YFL049W	YGL043W	YGL070C	YGR063C	YIL021W	YJL140W	YJL176C	YML010W	YML114C	YOR151C	YOR224C	YPL129W	YPR133C	YPR187W	
YBR235W	YDR001C	YDR017C	YDR099W	YER177W	YFR017C	YGL181W	YGR097W	YHR161C	YIR003W	YKR098C	YLR176C	YLR256W	YNL267W	YNR014W	YNR047W	YOR140W	YOR220W	
YBL074C	YDL051W	YDL181W	YDR473C	YER172C	YJR022W	YKL173W	YLR275W	YNL024C	YNL092W	YOR078W	YOR097C	YOR159C	YOR305W	YOR308C	YPR057W	YPR178W	YPR182W	
YAL011W	YBR231C	YDR334W	YDR485C	YEL018W	YGR002C	YHR090C	YHR099W	YJR082C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YNL136W	YOL052C	YOR244W	YPR031W	
YBL054W	YBR080C	YCR014C	YDL036C	YDL175C	YDR108W	YDR363W-A	YFR010W	YGL094C	YGR061C	YGR232W	YHR200W	YLR421C	YNL087W	YOR124C	YOR209C	YPR045C	YPR078C	
YAL011W	YBR231C	YDR334W	YDR359C	YDR485C	YFL024C	YHR090C	YJR082C	YKR072C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	YOR244W	YPR023C	YPR031W	
YFR001W	YGR124W	YKL007W	YKL113C	YKL172W	YLR196W	YLR276C	YLR455W	YMR229C	YNL088W	YNL299W	YOL077C	YOR064C	YOR140W	YOR206W	YOR310C	YPR131C	YPR137W	
YBR235W	YDR001C	YDR099W	YDR348C	YDR490C	YER016W	YER177W	YFR017C	YGL181W	YHR161C	YIR003W	YKR098C	YLR176C	YLR256W	YNR014W	YNR047W	YOR140W	YOR220W	
YBR066C	YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YMR236W	YOL148C	YOR023C	YPL011C	YPL047W	YPL254W	
YBR065C	YCR060W	YDR047W	YDR408C	YER030W	YFR030W	YHR034C	YJL110C	YLR192C	YMR146C	YMR309C	YNL068C	YOR254C	YOR361C	YPL004C	YPL105C	YPL155C	YPR041W	
YBR146W	YBR251W	YDR124W	YDR304C	YDR347W	YER050C	YGL129C	YGR165W	YHR155W	YHR216W	YJR031C	YJR096W	YMR158W	YNL022C	YNL081C	YNL242W	YPL013C	YPL118W	
YAL011W	YBR231C	YDL070W	YDR334W	YDR485C	YGR086C	YGR237C	YJL081C	YJR156C	YKR072C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YNL251C	YOL045W	YPR115W	
YBR066C	YBR081C	YBR198C	YCL010C	YCR082W	YDL059C	YDR176W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YAL011W	YBR231C	YCR060W	YDL002C	YDR190C	YDR334W	YDR485C	YGR002C	YGR173W	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YNL215W	YNL229C	YOL052C	YPL235W	
YBR066C	YBR081C	YCL010C	YCR082W	YDL059C	YDR145W	YDR176W	YDR208W	YDR392W	YDR448W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL254W	YPR008W	
YBR081C	YBR198C	YCL010C	YCR082W	YDL059C	YDR176W	YDR406W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR251W	YDR124W	YDR175C	YDR337W	YDR347W	YGL129C	YGR165W	YHL004W	YHR155W	YIL093C	YJR060W	YJR096W	YJR101W	YKL155C	YNL022C	YNL242W	YOR158W	YPL118W	
YBR146W	YBR251W	YDR124W	YDR347W	YER050C	YGL129C	YGR165W	YHR155W	YHR216W	YJR031C	YJR096W	YJR101W	YMR158W	YNL022C	YNL081C	YNL242W	YPL013C	YPL118W	
YBR066C	YBR081C	YCL010C	YCR082W	YDL059C	YDR167W	YDR176W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YMR236W	YOR023C	YPL047W	YPL222W	YPL254W	
YBR146W	YBR251W	YDR124W	YDR347W	YER050C	YGL129C	YGR165W	YHR155W	YJR031C	YJR060W	YJR096W	YJR101W	YMR158W	YNL022C	YNL081C	YNL242W	YPL013C	YPL118W	
YBL093C	YCR081W	YDL005C	YER022W	YGL025C	YGL127C	YGL151W	YHR041C	YKR067W	YMR287C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YOR349W	YPL042C	YPR070W	
YBR146W	YBR251W	YDR041W	YDR494W	YER050C	YHR216W	YJR031C	YJR096W	YJR101W	YKL003C	YKL155C	YMR158W	YNL022C	YNL081C	YNL137C	YNL242W	YPL013C	YPL118W	
YBL002W	YBR267W	YCL024W	YDL006W	YDR162C	YDR225W	YDR507C	YGL241W	YJL128C	YKR048C	YLR133W	YLR410W	YMR110C	YMR139W	YNL078W	YOL012C	YOR081C	YOR230W	
YBL008W	YBR215W	YDR043C	YHR131C	YIL035C	YIL121W	YJL115W	YKL088W	YLR362W	YLR387C	YLR407W	YMR154C	YNL030W	YNL031C	YNL206C	YOR038C	YOR054C	YOR061W	
YBR267W	YCL024W	YDR225W	YDR484W	YDR507C	YGL241W	YHR013C	YKL047W	YKR048C	YKR092C	YLR410W	YMR110C	YMR139W	YNL078W	YNL209W	YOL012C	YOL087C	YOR230W	
YBR148W	YDL053C	YDL078C	YER003C	YER069W	YGL067W	YGL203C	YGR274C	YHR121W	YIR001C	YJL051W	YLL032C	YLR032W	YLR325C	YML032C	YMR198W	YNL293W	YPR007C	
YBL093C	YDL005C	YGL025C	YGL127C	YGL151W	YGR198W	YHR041C	YHR058C	YKR067W	YLR071C	YMR287C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YOR349W	YPL042C	
YBR253W	YCR081W	YDL005C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YKR067W	YMR230W	YMR287C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPR070W	
YBL093C	YDL005C	YGL025C	YGL127C	YGL151W	YGR198W	YHR041C	YHR058C	YKR067W	YLR071C	YMR287C	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YOR349W	
YBL082C	YBL093C	YBR193C	YCR081W	YDL005C	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YLR071C	YMR230W	YNL236W	YNR010W	YOL051W	YOR192C	YPR070W	YPR168W	
YBL082C	YBL093C	YBR193C	YCR081W	YGL025C	YGL127C	YGR104C	YHR041C	YHR058C	YMR230W	YNL236W	YNR010W	YOL051W	YOL135C	YOR192C	YPL042C	YPR070W	YPR168W	
YBL082C	YBL093C	YBR193C	YCR081W	YDR308C	YGL025C	YGL127C	YGR104C	YHR041C	YHR058C	YMR230W	YNL236W	YNR010W	YOL051W	YOL135C	YOR192C	YPR070W	YPR168W	
YBL054W	YCR014C	YDL007W	YDL036C	YDL175C	YDR363W-A	YFR010W	YGL094C	YGR232W	YHR200W	YIL075C	YKL145W	YLR421C	YMR191W	YNL047C	YNL087W	YOR209C	YPR045C	
YBL054W	YCR014C	YDL036C	YDL175C	YDR108W	YDR363W-A	YFR010W	YGL048C	YGL094C	YGR232W	YHR200W	YIL075C	YLR180W	YLR421C	YMR191W	YNL047C	YNL087W	YOR209C	
YBR289W	YDL179W	YDR520C	YER155C	YFL049W	YGR056W	YGR275W	YIL177C	YJL176C	YMR159C	YNL085W	YNR023W	YOR156C	YOR290C	YPL129W	YPL208W	YPR034W	YPR081C	
YBL019W	YBR115C	YBR161W	YBR289W	YCL044C	YCR020W-B	YCR052W	YDL179W	YDR520C	YEL047C	YFL049W	YGR056W	YGR275W	YJL176C	YMR091C	YOL070C	YOR290C	YPL129W	
YAL031C	YAL043C	YAL046C	YBL010C	YBL101C	YDL199C	YDR195W	YDR475C	YER133W	YJR093C	YLL013C	YLR115W	YLR277C	YMR311C	YNL208W	YNL317W	YOR179C	YOR227W	
YBR154C	YDL042C	YDL150W	YDR045C	YDR495C	YFL023W	YJL011C	YKL144C	YKR025W	YNL039W	YNL113W	YNL151C	YNR003C	YOL021C	YOR116C	YOR207C	YPR110C	YPR190C	
YAL031C	YAL043C	YAL046C	YBL010C	YBL101C	YBR166C	YDR195W	YDR301W	YHR029C	YKL018W	YKR002W	YLR115W	YLR277C	YLR303W	YNL222W	YNL317W	YOR179C	YPR107C	
YBR289W	YDR520C	YER155C	YFL049W	YGR275W	YHL025W	YIL177C	YJL137C	YJL176C	YMR159C	YNL085W	YNR023W	YOR156C	YOR290C	YPL016W	YPL208W	YPR034W	YPR081C	
YAR042W	YBR079C	YDL019C	YDR408C	YDR429C	YER025W	YER030W	YGL016W	YJR007W	YLR192C	YMR146C	YMR309C	YNL068C	YOR052C	YOR254C	YOR360C	YOR361C	YPL105C	
YCL010C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YOL148C	YOR023C	YPL011C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR152W	YDL087C	YDR240C	YER029C	YER069W	YGR013W	YHR127W	YIL061C	YKL012W	YKL095W	YLR147C	YLR275W	YLR298C	YLR325C	YML046W	YNL092W	YOR097C	YOR159C	
YBR289W	YDL179W	YER155C	YFL049W	YGR275W	YHL025W	YIL177C	YJL137C	YJL176C	YLR035C	YMR159C	YNR023W	YOR290C	YPL016W	YPL129W	YPL208W	YPR034W	YPR081C	
YBR069C	YBR139W	YBR166C	YCL014W	YDR006C	YDR234W	YDR457W	YDR484W	YER071C	YGR285C	YHR064C	YJL095W	YKL047W	YLR058C	YLR262C	YNL209W	YOR081C	YPL074W	
YBL093C	YCR081W	YDL005C	YER022W	YGL025C	YGL127C	YGL151W	YGR198W	YHR041C	YKR067W	YMR287C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YOR349W	YPR070W	
YBR069C	YBR139W	YBR166C	YDR006C	YDR165W	YDR234W	YDR484W	YER071C	YFR053C	YGL253W	YGR285C	YHR064C	YJL095W	YKL047W	YLR262C	YNL209W	YOR081C	YPL074W	
YBR154C	YDR026C	YDR156W	YDR495C	YFL023W	YFR028C	YHR143W-A	YJL076W	YJL148W	YJL207C	YJR063W	YNL113W	YNL248C	YOR210W	YOR340C	YOR341W	YPR010C	YPR110C	
YBR251W	YDL045W-A	YDR124W	YDR175C	YDR337W	YGL129C	YGR165W	YGR215W	YHL004W	YIL093C	YJL063C	YJR096W	YJR113C	YMR188C	YNL022C	YNL242W	YNR036C	YOR158W	
YBL054W	YBR080C	YDL036C	YDL175C	YDL190C	YDR108W	YDR363W-A	YEL037C	YFR010W	YGL094C	YGR232W	YHR200W	YKL007W	YLR421C	YNL047C	YNL087W	YOR209C	YPR045C	
YBL082C	YBL093C	YBR193C	YCR081W	YDL005C	YEL056W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YHR058C	YMR230W	YNR010W	YOL051W	YOR192C	YPL042C	YPR070W	
YBR251W	YDL045W-A	YDR124W	YDR175C	YDR337W	YGR165W	YGR215W	YHL004W	YIL093C	YJL063C	YJR096W	YJR113C	YKL155C	YMR188C	YNL022C	YNL242W	YNR036C	YOR158W	
YBL082C	YBL093C	YBR193C	YCR081W	YDL005C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YLR071C	YNL025C	YNL236W	YOL051W	YPL042C	YPL210C	YPR070W	
YBL059W	YBR259W	YCR079W	YDL115C	YDL140C	YDR143C	YDR404C	YDR463W	YGL070C	YGR063C	YGR186W	YIL021W	YJL140W	YJL168C	YJR017C	YOL005C	YPL129W	YPR133C	
YBR143C	YBR279W	YDR043C	YGL017W	YGL244W	YIL035C	YKL088W	YKL160W	YLL063C	YLR387C	YLR418C	YLR430W	YOL088C	YOL145C	YOR039W	YOR040W	YOR061W	YOR123C	
YBR143C	YBR279W	YGL244W	YIL035C	YJR148W	YLL063C	YLR387C	YLR407W	YLR418C	YLR430W	YMR154C	YOL088C	YOL145C	YOR040W	YOR054C	YOR061W	YOR123C	YPL084W	
YBL082C	YBL093C	YBR193C	YCR081W	YDL005C	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YHR058C	YKR067W	YMR112C	YMR287C	YNL236W	YOL051W	YOR174W	YOR349W	
YBR146W	YBR251W	YCR089W	YDR337W	YDR494W	YER050C	YGL129C	YGR084C	YIL067C	YJR031C	YJR096W	YJR101W	YKL155C	YMR158W	YNL022C	YNL081C	YNL242W	YPL013C	
YAL011W	YBR231C	YDL070W	YDR334W	YDR485C	YGR086C	YJL081C	YJR156C	YKR086W	YLR079W	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL045W	YOL052C	YPR115W	
