YCR057C	YDR071C	YDR299W	YDR365C	YDR449C	YGL120C	YGR145W	YHR065C	YIL142W	YJL069C	YKL015W	YLR129W	YLR222C	YLR409C	YMR259C	YNL224C	YNR054C	YOR310C	YPR137W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YGL066W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YOL148C	YOR023C	YPL011C	YPL047W	YPL222W	YPL254W	YPR008W	
YBL052C	YBR231C	YDR334W	YDR359C	YEL018W	YGR002C	YHR090C	YHR099W	YJL081C	YJR082C	YLR385C	YLR455W	YNL107W	YNL136W	YNL246W	YOR064C	YPL066W	YPR023C	YPR031W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YDR406W	YGL066W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YAL026C	YAL036C	YBR221C	YBR279W	YGL017W	YGL244W	YGR043C	YGR071C	YJR148W	YLL063C	YLR410W	YLR418C	YML069W	YML107C	YOL108C	YOL145C	YOR040W	YOR123C	YPL084W	
YBL052C	YBR231C	YDR334W	YDR359C	YDR485C	YEL018W	YGR002C	YHR090C	YHR099W	YJR082C	YKR072C	YLR085C	YML041C	YNL107W	YNL136W	YOR244W	YPL066W	YPR023C	YPR031W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR208W	YDR392W	YDR406W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR081C	YCL010C	YCR082W	YDL059C	YDR167W	YDR176W	YDR392W	YDR448W	YDR523C	YGL066W	YGR252W	YGR274C	YLR055C	YMR223W	YMR236W	YOR023C	YPL047W	YPL222W	YPL254W	
YAL019W	YBR088C	YBR279W	YDR043C	YER164W	YGL019W	YGR063C	YHR131C	YIL035C	YKL088W	YKL160W	YLR407W	YMR154C	YMR230W	YNL031C	YNL079C	YOL088C	YOR039W	YOR061W	
YBR059C	YDR001C	YDR017C	YDR099W	YDR348C	YDR490C	YER016W	YER177W	YGR097W	YHR161C	YIR003W	YKR098C	YLR176C	YML006C	YNR014W	YOR140W	YOR220W	YPL074W	YPR171W	
YBL054W	YCR014C	YDL036C	YDL175C	YDR108W	YDR363W-A	YFR010W	YGL094C	YGR232W	YHR200W	YJR066W	YKL007W	YKL145W	YLR421C	YOR117W	YOR124C	YOR209C	YPR045C	YPR078C	
YAL011W	YBL052C	YBR231C	YDR227W	YDR334W	YDR359C	YDR485C	YEL018W	YFL024C	YJR082C	YKR072C	YLR385C	YLR399C	YML041C	YNL107W	YNL136W	YOL052C	YPL066W	YPR031W	
YBR062C	YBR283C	YDR166C	YDR239C	YDR272W	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL191W	YKR083C	YLR023C	YLR043C	YLR231C	YLR380W	YMR083W	
YBR251W	YDR124W	YDR175C	YDR347W	YER050C	YGR165W	YHL004W	YHR155W	YIL093C	YJR060W	YJR096W	YJR101W	YJR113C	YNL022C	YNL242W	YNR036C	YNR037C	YOR158W	YPL118W	
YBR062C	YBR283C	YDR166C	YDR239C	YDR272W	YEL030W	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL191W	YLR023C	YLR043C	YLR231C	YLR380W	YMR083W	
YBR062C	YBR283C	YDL160C	YDR111C	YDR129C	YDR239C	YEL030W	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YLR023C	YLR380W	YML017W	YMR083W	YNL250W	
YAL031C	YAL043C	YAL046C	YAR014C	YBL010C	YBL101C	YBR166C	YDL199C	YDR195W	YDR475C	YER133W	YJR093C	YLL013C	YLR115W	YLR277C	YMR311C	YNL317W	YOR179C	YOR227W	
YAL011W	YBR231C	YCR060W	YDR190C	YDR227W	YDR334W	YDR485C	YER168C	YGL252C	YGR002C	YGR086C	YHR034C	YKR072C	YLR085C	YLR385C	YML041C	YNL076W	YNL107W	YOL052C	
YAL031C	YAL043C	YAL046C	YBL010C	YBL101C	YBR166C	YDR195W	YDR301W	YHR029C	YKL018W	YKR002W	YLR115W	YLR277C	YLR303W	YNL208W	YNL222W	YNL317W	YOR179C	YPR107C	
YBL055C	YBL105C	YBR025C	YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YJR051W	YMR193W	YNL088W	YNL232W	YNR024W	YOL021C	YOL142W	YOR001W	
YDR043C	YER164W	YGL019W	YGR063C	YIL035C	YLR072W	YLR362W	YLR387C	YLR407W	YMR154C	YMR172W	YNL031C	YNL079C	YNL149C	YOL088C	YOR039W	YOR052C	YOR054C	YOR061W	
YBR059C	YBR235W	YDR001C	YDR099W	YDR348C	YER016W	YER177W	YFR017C	YGL181W	YGR097W	YHR161C	YIR003W	YKR098C	YLR176C	YLR345W	YNR014W	YNR047W	YOR140W	YOR220W	
YBL055C	YBR025C	YCR035C	YDL111C	YDR280W	YER143W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YJR051W	YKL129C	YNL232W	YNR024W	YOL021C	YOL115W	YOL142W	YOR001W	
YBL046W	YBL059W	YBL082C	YBR154C	YDL115C	YDR075W	YFL023W	YGL019W	YGL043W	YGL070C	YGR063C	YIL021W	YJL140W	YML010W	YOR151C	YOR224C	YPL129W	YPR133C	YPR187W	
YAL034C	YBR095C	YBR223C	YDL076C	YDR207C	YGR255C	YGR263C	YIL084C	YKL185W	YMR075W	YMR263W	YNL097C	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR023C	YPR184W	
YBR058C	YCR009C	YDL160C	YDL190C	YDR081C	YDR165W	YDR457W	YEL037C	YFL038C	YFR053C	YGL253W	YIL038C	YIL148W	YKL010C	YLL021W	YNL084C	YOL025W	YPL096W	YPR062W	
YAL034C	YDL076C	YDR359C	YEL018W	YFL024C	YGR002C	YGR255C	YHR090C	YHR099W	YJR082C	YNL136W	YNL330C	YOL004W	YOR244W	YPL066W	YPL139C	YPR023C	YPR031W	YPR184W	
YAL011W	YBR231C	YDR227W	YDR334W	YDR359C	YDR485C	YFL024C	YHR090C	YJR082C	YKR072C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	YOR244W	YPR023C	YPR031W	
YBL055C	YCR035C	YDL111C	YDR280W	YER143W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YKL129C	YMR193W	YNL088W	YNL232W	YNR024W	YOL021C	YOL115W	YOL142W	YOR001W	
YBL041W	YBR173C	YBR225W	YDR011W	YDR179W-A	YEL061C	YER094C	YGL096W	YGR087C	YJL001W	YKL206C	YKR054C	YLR199C	YLR256W	YMR314W	YOL038W	YOR157C	YOR362C	YPR103W	
YBR066C	YBR081C	YCL010C	YCR082W	YDL059C	YDR145W	YDR176W	YDR208W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL254W	YPR008W	
YBR066C	YBR081C	YCL010C	YCR082W	YDR145W	YDR176W	YDR392W	YGL066W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YMR227C	YOL148C	YOR023C	YPL047W	YPL254W	YPR008W	
YAL029C	YBL026W	YCR016W	YCR077C	YDR153C	YDR378C	YEL015W	YER112W	YER146W	YGL173C	YGL213C	YGR054W	YHL034C	YJL124C	YJR022W	YKL023W	YLR398C	YNL175C	YPR189W	
YBR173C	YDR400W	YEL061C	YER132C	YGL011C	YGL096W	YGR067C	YGR087C	YGR135W	YIL099W	YIR030C	YJL088W	YJR143C	YKL206C	YKR054C	YKR070W	YKR095W	YLR199C	YLR211C	
YBR066C	YBR081C	YCL010C	YCR082W	YDL059C	YDR448W	YGL066W	YGL112C	YGR252W	YLR055C	YML015C	YML098W	YMR223W	YMR227C	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	
YBR066C	YBR081C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YGL066W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YOL148C	YOR023C	YPL011C	YPL047W	YPL254W	YPR008W	
YBL054W	YCR014C	YDL007W	YDL036C	YDL175C	YDR108W	YDR363W-A	YFR010W	YGL094C	YGR232W	YHR200W	YJR066W	YKL007W	YLR421C	YNL047C	YNL087W	YOR124C	YOR209C	YPR045C	
YBR289W	YDR301W	YDR520C	YER155C	YFL049W	YHL025W	YJL137C	YJL176C	YLR035C	YMR033W	YMR159C	YNL085W	YNR023W	YOR156C	YOR290C	YPL016W	YPL208W	YPR034W	YPR081C	
YBR251W	YDR124W	YDR175C	YDR347W	YGR165W	YHL004W	YHR155W	YIL093C	YJR060W	YJR096W	YJR101W	YJR113C	YNL022C	YNL137C	YNL242W	YNR036C	YNR037C	YOR158W	YPL118W	
YBR066C	YBR198C	YCL010C	YCR082W	YDR176W	YDR208W	YDR392W	YDR448W	YGL066W	YGR252W	YLR055C	YML015C	YMR223W	YMR227C	YOL148C	YOR023C	YPL011C	YPL047W	YPL254W	
YBR066C	YBR081C	YBR198C	YCL010C	YCR082W	YDL059C	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YML015C	YMR005W	YMR223W	YMR227C	YOL148C	YPL047W	YPL254W	
YBR251W	YDR124W	YDR175C	YDR347W	YGR165W	YHL004W	YHR155W	YIL093C	YJR060W	YJR096W	YJR101W	YJR113C	YNL022C	YNL081C	YNL242W	YNR036C	YNR037C	YOR158W	YPL118W	
YBR062C	YDL160C	YDR111C	YDR129C	YDR166C	YEL030W	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL191W	YKL204W	YLR380W	YML017W	YMR083W	YNL250W	
YAL008W	YCL059C	YDR299W	YDR365C	YDR507C	YER127W	YGR145W	YGR283C	YHR065C	YHR089C	YIL142W	YJL033W	YKL015W	YLR175W	YMR310C	YNL132W	YNL227C	YNR054C	YPL009C	
YBR062C	YDL160C	YDR111C	YDR129C	YDR166C	YDR239C	YEL030W	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL204W	YLR380W	YML017W	YMR083W	YNL250W	
YBR289W	YDL179W	YFL049W	YGR056W	YGR275W	YHL025W	YIL177C	YJL137C	YJL176C	YLR035C	YMR159C	YNL085W	YNR023W	YOR156C	YPL016W	YPL208W	YPR034W	YPR081C	
YCR053W	YDR129C	YER091C	YER095W	YFR044C	YGR240C	YHL014C	YJR009C	YNL009W	YNL273W	YOL013C	YOR027W	YOR368W	YOR375C	YPL003W	YPL240C	YPR069C	YPR164W	
YBL052C	YDR359C	YEL018W	YGR002C	YHR090C	YHR099W	YJL123C	YJR082C	YMR075W	YNL107W	YNL136W	YNL330C	YOR244W	YPL059W	YPL066W	YPL139C	YPR023C	YPR031W	
YBL026W	YBL074C	YDL043C	YER029C	YGL174W	YGR074W	YIR009W	YJL035C	YJL203W	YLR275W	YMR240C	YMR288W	YNL024C	YNL286W	YOR305W	YOR319W	YPL213W	YPR057W	
YBR175W	YDR103W	YDR251W	YEL023C	YER086W	YHL002W	YHR029C	YJL052W	YJL128C	YJR009C	YJR094W-A	YKL216W	YNL273W	YOR269W	YOR299W	YOR368W	YPL003W	YPR164W	
YBL019W	YBR115C	YCR020W-B	YCR052W	YDL179W	YDR303C	YDR520C	YEL047C	YER062C	YGR054W	YGR056W	YGR275W	YHR008C	YLR357W	YML127W	YMR091C	YOL070C	YOR115C	
YBL041W	YBR173C	YBR225W	YCR076C	YDR011W	YDR179W-A	YEL061C	YER094C	YGL096W	YJL001W	YKL206C	YKR054C	YLR256W	YMR314W	YOL038W	YOR157C	YOR362C	YPR103W	
YBL046W	YBL059W	YBL082C	YCR079W	YDL115C	YDL140C	YDR075W	YDR289C	YDR463W	YGL019W	YGL043W	YGL070C	YGR063C	YJL140W	YJL168C	YML010W	YOL005C	YPL129W	
YBL052C	YBL103C	YBR010W	YBR245C	YDR052C	YFR034C	YGL133W	YGR081C	YLR095C	YMR044W	YMR284W	YMR288W	YNL054W	YNL167C	YOL017W	YOR304W	YPL055C	YPR052C	
YBL046W	YBR267W	YCL024W	YDR075W	YDR225W	YDR293C	YER063W	YGL241W	YIL153W	YJL128C	YKR011C	YKR048C	YLR330W	YMR139W	YNL078W	YNL201C	YOR230W	YPL220W	
YBR161W	YCL044C	YCR020W-B	YDL179W	YDR303C	YEL047C	YER062C	YGR054W	YGR056W	YGR275W	YHR008C	YHR013C	YLR033W	YLR321C	YLR357W	YML127W	YMR091C	YOR253W	
YDL144C	YDL150W	YDR005C	YDR045C	YDR495C	YJL011C	YKL144C	YKL179C	YKR025W	YNL113W	YNL151C	YNR003C	YOL021C	YOR116C	YOR207C	YPR110C	YPR187W	YPR190C	
YBR185C	YBR278W	YCL032W	YCR087C-A	YDL053C	YDL069C	YDR121W	YGL009C	YGL157W	YGL203C	YHR046C	YKL213C	YLR362W	YML065W	YNL262W	YOR091W	YPR162C	YPR175W	
YBR251W	YDR124W	YDR175C	YDR347W	YGR165W	YHL004W	YIL093C	YJR060W	YJR096W	YJR101W	YJR113C	YNL022C	YNL137C	YNL242W	YNR036C	YNR037C	YOR158W	YPL118W	
YBR235W	YDR001C	YDR017C	YDR099W	YER177W	YFR017C	YGL181W	YGR097W	YHR161C	YIR003W	YLR176C	YLR256W	YLR345W	YNL267W	YNR014W	YNR047W	YOR140W	YOR220W	
YBR235W	YDR001C	YDR099W	YDR348C	YER177W	YFR017C	YGR097W	YHR161C	YIR003W	YKR098C	YLR176C	YLR345W	YNL267W	YNR014W	YNR034W	YNR047W	YOR140W	YOR220W	
YAL034C	YBL052C	YDR359C	YEL018W	YFL024C	YHR090C	YJL123C	YJR082C	YMR075W	YNL107W	YNL136W	YNL246W	YOL004W	YOR244W	YPL066W	YPL139C	YPR023C	YPR184W	
YAL034C	YBL052C	YDL076C	YDR359C	YFL024C	YGR255C	YHR090C	YJL123C	YJR082C	YNL136W	YNL330C	YOL004W	YOR244W	YPL059W	YPL066W	YPL139C	YPR023C	YPR184W	
YAL031C	YAL043C	YAL046C	YBL010C	YBL101C	YBR166C	YDR195W	YDR301W	YHR029C	YKL018W	YKR002W	YLR115W	YLR277C	YLR303W	YNL222W	YNL317W	YOR179C	YPR107C	
YAL031C	YAL043C	YAL046C	YBL010C	YBL076C	YBL101C	YBR166C	YDR195W	YDR301W	YER133W	YGR156W	YHR029C	YJR093C	YKL018W	YLR303W	YNL317W	YOR179C	YPR107C	
YBR251W	YDR124W	YDR175C	YDR337W	YDR347W	YGL129C	YGR165W	YHR155W	YIL093C	YJL063C	YJR060W	YJR101W	YKL155C	YMR188C	YNL022C	YNR037C	YOR158W	YPL118W	
YAL029C	YBR175W	YBR258C	YDR195W	YDR469W	YHR029C	YHR119W	YIL095W	YJR094W-A	YKL018W	YLR015W	YLR115W	YLR246W	YLR277C	YNL222W	YOR179C	YPL138C	YPR107C	
YBR251W	YDR124W	YDR175C	YDR347W	YGR165W	YHL004W	YHR155W	YIL093C	YJR060W	YJR096W	YJR101W	YJR113C	YNL022C	YNL242W	YNR036C	YNR037C	YOR158W	YPL118W	
YBR251W	YDR124W	YDR175C	YDR347W	YGR165W	YHL004W	YHR155W	YIL093C	YJR096W	YJR101W	YJR113C	YNL022C	YNL081C	YNL242W	YNR036C	YNR037C	YOR158W	YPL118W	
YAL036C	YBR069C	YBR126C	YBR166C	YBR169C	YCL014W	YDR234W	YDR484W	YER071C	YGR285C	YHR064C	YJL095W	YKL047W	YLR262C	YNL209W	YOL087C	YOR069W	YOR081C	
YBR251W	YDR124W	YDR175C	YDR347W	YGR165W	YHR155W	YIL093C	YJL063C	YJR060W	YJR101W	YJR113C	YNL022C	YNL137C	YNL242W	YNR036C	YNR037C	YOR158W	YPL118W	
YBR251W	YDR124W	YDR175C	YDR347W	YGR165W	YHR155W	YIL093C	YJR060W	YJR096W	YJR101W	YJR113C	YNL022C	YNL137C	YNL242W	YNR036C	YNR037C	YOR158W	YPL118W	
YBR267W	YCL014W	YCL024W	YDL006W	YDR507C	YER023W	YER063W	YHR013C	YIR008C	YJL128C	YKR011C	YKR048C	YLR330W	YMR110C	YMR139W	YNL078W	YOL012C	YOR230W	
YBR267W	YCL024W	YDR224C	YDR225W	YER023W	YER063W	YGL241W	YJL128C	YKR048C	YLR330W	YLR410W	YMR110C	YMR139W	YNL078W	YOL012C	YOR230W	YPL090C	YPL220W	
YBR267W	YCL024W	YDR225W	YDR507C	YGL241W	YHR013C	YJL128C	YKR011C	YKR048C	YKR092C	YLR330W	YLR410W	YMR110C	YMR139W	YNL078W	YOL012C	YOR230W	YPL090C	
YAL026C	YAL036C	YBR279W	YGL017W	YGL244W	YGR043C	YGR071C	YJR148W	YLL063C	YLR410W	YLR418C	YML069W	YML107C	YOL108C	YOL145C	YOR040W	YPL084W	YPL243W	
YAL026C	YAL036C	YBR221C	YBR279W	YGL244W	YGR071C	YJR148W	YKL007W	YLL063C	YLR410W	YLR418C	YLR430W	YML069W	YML107C	YMR113W	YOL108C	YOL145C	YOR123C	
YCR077C	YDR378C	YDR473C	YER172C	YGL173C	YGR054W	YGR091W	YHL034C	YJR022W	YKL023W	YKL173W	YLR275W	YNL024C	YNL147W	YNL175C	YOR305W	YOR308C	YPR057W	
YBR081C	YCL010C	YDR176W	YDR392W	YGL066W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YNL175C	YOL148C	YOR023C	YPL011C	YPL047W	YPL222W	YPL254W	YPR008W	
YAL062W	YBR044C	YBR115C	YBR161W	YCL044C	YCR020W-B	YDL179W	YEL047C	YER062C	YFL033C	YFR037C	YGR056W	YGR275W	YIL033C	YIL126W	YMR091C	YOL070C	YOR115C	
YBL002W	YBR267W	YCL024W	YDL156W	YDR224C	YDR452W	YER023W	YER091C	YGL241W	YJL128C	YKR048C	YKR092C	YLR133W	YLR410W	YMR139W	YNL078W	YOL012C	YPL220W	
YBL002W	YBR060C	YBR125C	YDL156W	YDR075W	YEL056W	YER091C	YGL241W	YJL187C	YJR154W	YLR133W	YLR185W	YML065W	YMR072W	YNL201C	YNL261W	YPL001W	YPR162C	
YBL002W	YBR060C	YBR125C	YCR087C-A	YDL156W	YER091C	YGL241W	YHR118C	YIR035C	YJL187C	YJR154W	YLL004W	YML065W	YNL261W	YOL054W	YOR058C	YPL001W	YPR162C	
YBL002W	YBR060C	YBR125C	YCR087C-A	YDL156W	YEL056W	YER091C	YJL187C	YJR154W	YLL004W	YLR133W	YLR185W	YML065W	YMR072W	YMR230W	YNL261W	YOR386W	YPL001W	
YBR193C	YBR253W	YCR081W	YDL005C	YDR308C	YGL025C	YGL127C	YGL151W	YGR104C	YHR041C	YHR058C	YKR067W	YMR230W	YMR287C	YNL236W	YNR010W	YOL135C	YOR174W	
YBR198C	YDR145W	YDR176W	YDR392W	YDR448W	YGL066W	YGL112C	YGR130C	YGR252W	YLR055C	YML015C	YML098W	YMR223W	YMR227C	YOL148C	YPL011C	YPL047W	YPL254W	
YDL042C	YDL150W	YDR045C	YDR495C	YJL011C	YKL144C	YKR025W	YNL039W	YNL113W	YNL151C	YNR003C	YOL021C	YOR116C	YOR207C	YOR210W	YPR110C	YPR187W	YPR190C	
YDL030W	YDR473C	YER069W	YER172C	YFL017W-A	YGR074W	YGR091W	YJR022W	YKL095W	YKL173W	YLR014C	YLR147C	YLR275W	YLR325C	YML049C	YNL147W	YOR097C	YPR101W	
YAR002W	YER091C	YGL232W	YGR180C	YJL026W	YJR041C	YKL114C	YKL214C	YLR298C	YLR335W	YLR347C	YML060W	YML093W	YNL189W	YOR098C	YPL020C	YPL178W	YPL212C	
YBL002W	YBR267W	YCL024W	YDR224C	YDR225W	YDR452W	YER063W	YER091C	YGL241W	YKR011C	YKR048C	YKR092C	YLR133W	YLR410W	YMR139W	YNL078W	YOL012C	YPL220W	
YAL062W	YBL059W	YBL082C	YCR079W	YDL115C	YDR143C	YGL043W	YGL070C	YGL116W	YGR005C	YGR063C	YGR072W	YGR186W	YHL025W	YIL021W	YJL140W	YJL176C	YPL129W	
YAL062W	YBL059W	YBL082C	YCR079W	YDL115C	YDR143C	YGL043W	YGL070C	YGL116W	YGR005C	YGR063C	YGR072W	YGR140W	YGR186W	YIL021W	YJL140W	YML010W	YPL129W	
YAL062W	YBL059W	YBL082C	YCR079W	YDL115C	YDL140C	YDR289C	YDR463W	YGL019W	YGL043W	YGL070C	YGR063C	YGR186W	YJL140W	YJL168C	YJR017C	YOL005C	YPL129W	
YAL062W	YBL059W	YBL082C	YBR259W	YCR079W	YDL115C	YDR143C	YGL043W	YGL070C	YGR005C	YGR072W	YGR186W	YIL021W	YJL140W	YML010W	YOL005C	YOR151C	YPL129W	
YAL062W	YBL059W	YBL082C	YBR259W	YCR079W	YDL115C	YDL140C	YDR289C	YDR463W	YGL043W	YGL070C	YGR063C	YGR186W	YJL140W	YJL168C	YJR017C	YOL005C	YPL129W	
YAL062W	YBL046W	YBL059W	YBL082C	YDR075W	YDR143C	YDR404C	YGL043W	YGL070C	YGL124C	YGR063C	YIL021W	YIL153W	YJR017C	YML010W	YNL201C	YOR151C	YPR133C	
YAL047C	YBR069C	YBR139W	YBR166C	YBR169C	YCL014W	YDR006C	YDR234W	YDR484W	YER071C	YGR285C	YHR064C	YIL071C	YKL047W	YLR262C	YNL209W	YOL087C	YOR081C	
YBR235W	YDR001C	YDR017C	YDR099W	YDR348C	YER177W	YFR017C	YGL181W	YHR161C	YIR003W	YKR098C	YLR176C	YLR345W	YML006C	YNR014W	YNR047W	YOR140W	YOR220W	
YAL036C	YBR069C	YBR166C	YDR006C	YDR234W	YDR484W	YER071C	YGR232W	YGR285C	YHR064C	YJL095W	YKL047W	YLR262C	YNL209W	YOL059W	YOL087C	YOR081C	YPL074W	
YBR055C	YDR473C	YEL015W	YER146W	YER172C	YFL017W-A	YGR091W	YHR156C	YHR165C	YKL173W	YKR022C	YLR014C	YLR438C-A	YMR268C	YNL147W	YNR011C	YOR308C	YPL012W	
YDR103W	YDR251W	YEL023C	YER086W	YJL052W	YJL203W	YJR009C	YKL216W	YKR042W	YLR027C	YLR144C	YML091C	YNL273W	YOR269W	YOR299W	YOR368W	YPL003W	YPR164W	
YBR062C	YBR283C	YDR239C	YDR272W	YEL030W	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL191W	YLR023C	YLR043C	YLR231C	YLR380W	YMR083W	
YBR062C	YBR283C	YDR166C	YDR239C	YDR272W	YEL030W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YJR140C	YKL191W	YKL212W	YLR023C	YLR043C	YLR380W	YMR083W	
YBR062C	YBR283C	YDL160C	YDR166C	YDR239C	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YKL204W	YKR083C	YLR023C	YLR380W	YML017W	YMR083W	
YBR095C	YDL076C	YDR359C	YEL018W	YGR255C	YHR090C	YHR099W	YMR075W	YMR263W	YNL107W	YNL136W	YNL330C	YOL004W	YPL059W	YPL066W	YPL139C	YPL181W	YPR023C	
YBR095C	YDL076C	YDR359C	YEL018W	YGR255C	YHR090C	YIL084C	YJR082C	YMR263W	YNL136W	YNL330C	YOL004W	YPL059W	YPL066W	YPL139C	YPL181W	YPR023C	YPR031W	
YBR095C	YDL076C	YDR359C	YEL018W	YGR255C	YHR090C	YJL081C	YMR075W	YMR263W	YNL136W	YNL246W	YNL330C	YOL004W	YPL059W	YPL066W	YPL139C	YPL181W	YPR023C	
YCL014W	YDR103W	YDR165W	YDR251W	YEL023C	YFR053C	YGL253W	YHL002W	YJL052W	YJR009C	YKL216W	YKR042W	YNL273W	YOR269W	YOR299W	YOR305W	YOR368W	YPL003W	
YBR059C	YBR235W	YDR001C	YDR017C	YDR099W	YER177W	YFR017C	YGL181W	YGR097W	YHR161C	YIR003W	YKR098C	YLR176C	YLR256W	YNR014W	YNR047W	YOR140W	YOR220W	
YCL014W	YDR103W	YDR165W	YDR251W	YEL023C	YFR053C	YGL253W	YHL002W	YJL052W	YJR009C	YKL216W	YKR042W	YLR231C	YNL273W	YOR269W	YOR368W	YPL003W	YPR164W	
YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YGR179C	YJL105W	YJR135C	YLR315W	YLR381W	YMR198W	YNR013C	YNR062C	YOR342C	YPL018W	YPR046W	
YBR058C	YBR112C	YCR009C	YDL160C	YDL190C	YDR165W	YDR457W	YEL037C	YER095W	YFR053C	YGL253W	YIL148W	YKL080W	YKR001C	YNL084C	YPL085W	YPL096W	YPR062W	
YBR066C	YBR081C	YBR198C	YCL010C	YCR082W	YDL059C	YDR176W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR047W	YDL145C	YDR047W	YDR238C	YER059W	YER120W	YER122C	YFR051C	YGL137W	YGR233C	YIL076W	YLR190W	YLR260W	YNL255C	YOL001W	YOR363C	YPL031C	YPL219W	
YBR047W	YBR283C	YDL019C	YDL145C	YDR238C	YER120W	YER122C	YFR051C	YGL137W	YGR233C	YHR066W	YIL076W	YLR260W	YNL255C	YNL287W	YPL010W	YPL031C	YPL219W	
YBR044C	YBR161W	YCR020W-B	YDL179W	YDR303C	YER062C	YGR056W	YGR275W	YIL126W	YJL176C	YKR008W	YLR033W	YLR357W	YML127W	YMR033W	YMR091C	YMR125W	YOR290C	
YBR034C	YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR006W	YGR179C	YJL105W	YJR135C	YLR315W	YLR381W	YMR198W	YNR013C	YNR062C	YOR342C	YPL018W	YPR046W	
YBR026C	YBR059C	YCR009C	YDL036C	YDL190C	YEL037C	YER095W	YHR200W	YIL038C	YIL148W	YKL080W	YKR001C	YML011C	YNL084C	YNL111C	YNR031C	YOR042W	YPR062W	
YBR026C	YBR058C	YCR009C	YDL160C	YDR165W	YDR457W	YFR053C	YGL253W	YIL038C	YIL148W	YKL080W	YKR001C	YKR049C	YNL084C	YNL111C	YOL025W	YPL085W	YPR062W	
YBR026C	YBR058C	YCR009C	YDL160C	YDL190C	YDR457W	YDR463W	YEL037C	YIL038C	YIL148W	YKR001C	YKR049C	YNL084C	YNL111C	YOL025W	YOR042W	YPL096W	YPR062W	
YBR026C	YBR058C	YCR002C	YCR009C	YDL160C	YDR165W	YDR457W	YFR053C	YGL253W	YIL038C	YIL148W	YKL080W	YKR001C	YKR049C	YNL084C	YNL111C	YOL025W	YPR062W	
YCL014W	YDR103W	YDR165W	YDR251W	YEL023C	YER086W	YFR053C	YGL253W	YJL052W	YJR009C	YKL216W	YLR131C	YNL273W	YOR269W	YOR299W	YOR368W	YPL003W	YPR164W	
YBR119W	YER029C	YFL017W-A	YGR013W	YGR074W	YJL164C	YJR022W	YKL012W	YKL173W	YLR014C	YLR275W	YLR298C	YNL092W	YOR159C	YOR305W	YPR057W	YPR178W	YPR182W	
YBL106C	YDL002C	YDR006C	YDR234W	YEL044W	YER092W	YFL013C	YGR285C	YHR155W	YJL081C	YKL056C	YKL081W	YLR052W	YLR072W	YOL059W	YOR141C	YOR189W	YPL048W	
YBL093C	YDL005C	YGL025C	YGL127C	YGL151W	YGR198W	YHR041C	YHR058C	YKR067W	YLR071C	YMR287C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YOR349W	YPL042C	
YBR081C	YCL010C	YCR082W	YDL059C	YDR167W	YDR176W	YDR392W	YDR406W	YDR448W	YGL066W	YGR252W	YGR274C	YLR055C	YMR223W	YMR236W	YOR023C	YPL047W	YPL254W	
