YAL032C	YBL104C	YBR065C	YBR152W	YCR063W	YDL030W	YDL209C	YDR364C	YDR416W	YDR473C	YGL128C	YGR091W	YGR278W	YHR156C	YJR050W	YKR022C	YLR117C	YMR213W	YOR308C	
YAL036C	YBL022C	YBR084W	YCR077C	YDL051W	YDR418W	YGR162W	YGR285C	YHR010W	YHR064C	YJL080C	YJL138C	YJL190C	YJR145C	YKR057W	YLR406C	YMR230W	YOR096W	YPR189W	
YAL009W	YBL022C	YBR084W	YDL040C	YGR016W	YGR254W	YGR285C	YHR013C	YJL080C	YJL099W	YJR145C	YLR330W	YLR398C	YMR116C	YMR237W	YOR096W	YOR299W	YPL198W	YPR189W	
YAL036C	YBL022C	YBR084W	YCL037C	YDR064W	YDR418W	YGR162W	YGR285C	YHL015W	YHR010W	YHR064C	YJL080C	YJL190C	YJR145C	YKR057W	YLR226W	YLR406C	YOR096W	YPR189W	
YAL036C	YBL022C	YBR084W	YBR158W	YDR418W	YGL213C	YGR054W	YGR162W	YGR285C	YHR010W	YHR064C	YJL080C	YJL190C	YJR145C	YKL143W	YKR057W	YLR406C	YOR096W	YPR189W	
YCR081W	YDR308C	YDR448W	YER022W	YGL025C	YGL151W	YGR104C	YHR041C	YHR058C	YKR095W	YLR071C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPL042C	YPR070W	YPR168W	
YAL035W	YBR079C	YDR091C	YDR429C	YGL019W	YHL033C	YJL190C	YLR192C	YLR359W	YMR146C	YMR172W	YMR309C	YNL096C	YNL244C	YOR039W	YOR361C	YPL001W	YPL081W	YPR041W	
YAL035W	YBR079C	YDR091C	YDR429C	YER164W	YHL033C	YKL088W	YLR192C	YLR359W	YMR146C	YMR172W	YMR309C	YNL096C	YNL244C	YOR039W	YOR293W	YOR361C	YPL001W	YPR041W	
YBR119W	YDL087C	YDR235W	YDR240C	YER029C	YER172C	YGL049C	YGR013W	YGR074W	YIL061C	YKL012W	YLR147C	YLR275W	YLR298C	YML046W	YMR125W	YOL139C	YPL178W	YPR057W	
YER103W	YER164W	YGL019W	YGL207W	YGL244W	YGR163W	YGR217W	YIL035C	YIL084C	YKL064W	YKL072W	YKL088W	YLR407W	YLR418C	YOL004W	YOL145C	YOR039W	YOR061W	YOR123C	
YAL035W	YBR079C	YDL149W	YDR091C	YDR429C	YGL019W	YHL033C	YJL190C	YLR192C	YLR359W	YML024W	YML063W	YMR146C	YMR172W	YMR309C	YNL096C	YOR039W	YOR361C	YPL081W	
YAL036C	YCL011C	YCL037C	YCR077C	YDL051W	YDR418W	YGL173C	YGR162W	YGR285C	YHL034C	YHR064C	YJL124C	YJL138C	YJL190C	YLR406C	YMR125W	YMR230W	YOR096W	YPR189W	
YBR119W	YDL087C	YDL175C	YDR225W	YFL017W-A	YGL049C	YGR013W	YGR074W	YIL061C	YJR084W	YLR226W	YLR275W	YLR298C	YLR430W	YML046W	YMR125W	YPL178W	YPL190C	YPR057W	
YAL036C	YCL037C	YCR077C	YDL051W	YDR418W	YGL173C	YGR162W	YGR285C	YHL034C	YHR064C	YJL138C	YJL190C	YLR226W	YLR406C	YMR125W	YMR230W	YOR096W	YPL048W	YPR189W	
YBL104C	YBR065C	YBR152W	YCR063W	YDL098C	YDL116W	YER172C	YGL100W	YGR278W	YHR156C	YIR009W	YJR050W	YJR084W	YLR117C	YMR213W	YOR308C	YOR319W	YOR349W	YPL151C	
YBR114W	YBR136W	YCR092C	YDL156W	YDL225W	YDR097C	YHR146W	YHR164C	YIR002C	YLR142W	YLR386W	YMR196W	YMR315W	YNL021W	YOL090W	YOR323C	YOR332W	YPL083C	YPL154C	
YAL036C	YCL011C	YCL037C	YDL051W	YDL087C	YER029C	YGL049C	YGL100W	YGR162W	YGR285C	YHL034C	YHR064C	YIL061C	YJL190C	YLR175W	YMR125W	YMR230W	YOL139C	YOR276W	
YBR153W	YDR496C	YEL054C	YER006W	YFL002C	YGL029W	YGR245C	YHR052W	YKL172W	YKR081C	YLR074C	YLR276C	YLR325C	YLR406C	YOL127W	YPL043W	YPL143W	YPL220W	YPR043W	
YBL099W	YDL185W	YDL213C	YDR140W	YDR298C	YDR516C	YEL013W	YEL051W	YGR020C	YGR281W	YIL128W	YJL012C	YKL119C	YLR447C	YMR054W	YNR050C	YOL124C	YOR078W	YOR270C	
YAL036C	YCL011C	YCL037C	YDL051W	YDL087C	YDL175C	YDR418W	YGR162W	YGR285C	YHL015W	YHL034C	YHR064C	YIL061C	YJL138C	YJL190C	YLR406C	YMR125W	YMR230W	YOR096W	
YBL104C	YBR065C	YCR063W	YDL030W	YDL043C	YDL098C	YDR416W	YER013W	YER029C	YER172C	YGL100W	YHR156C	YIR009W	YJR050W	YJR084W	YMR213W	YMR240C	YOR319W	YPR101W	
YBL104C	YBR065C	YCR063W	YDL209C	YDR416W	YER013W	YER172C	YGL128C	YGR075C	YGR091W	YGR278W	YHR156C	YHR165C	YLR424W	YMR240C	YNL147W	YOR308C	YPL213W	YPR178W	
YBR225W	YDL047W	YDL219W	YER155C	YFR019W	YFR040W	YGL056C	YGL197W	YGR081C	YGR161C	YIL142W	YJL098W	YKR028W	YLL021W	YLR310C	YMR310C	YOR267C	YPL020C	YPL049C	
YAL016W	YBR103W	YCR033W	YDL134C	YDL188C	YDR155C	YGL190C	YGL194C	YGR161C	YGR178C	YGR281W	YIL112W	YKR029C	YLR075W	YML109W	YMR273C	YOL068C	YOR014W	YOR349W	
YAR014C	YBR126C	YBR265W	YCR073W-A	YDR028C	YDR074W	YDR422C	YDR477W	YER129W	YER133W	YER177W	YGL208W	YLR028C	YLR258W	YLR389C	YMR261C	YMR311C	YNL076W	YNR034W	
YBR119W	YDL087C	YDL175C	YDR225W	YFL017W-A	YGR013W	YGR074W	YGR091W	YHR165C	YIL061C	YJL203W	YLR226W	YLR275W	YLR298C	YML046W	YMR125W	YOR308C	YPR057W	YPR178W	
YAL016W	YBR214W	YBR225W	YDL047W	YDL134C	YDL188C	YFR040W	YGL190C	YGL197W	YGR161C	YGR281W	YJL098W	YKR028W	YLR075W	YML109W	YMR273C	YOR014W	YOR267C	YPL049C	
YBR119W	YDL087C	YDL175C	YDR240C	YER172C	YGL049C	YGL094C	YGL100W	YGR013W	YGR074W	YJL190C	YJL203W	YKL012W	YLR147C	YLR226W	YLR275W	YLR345W	YMR125W	YPR057W	
YBR236C	YDL117W	YDL149W	YDR075W	YDR379W	YDR390C	YDR404C	YER139C	YGL070C	YGR063C	YGR186W	YHL021C	YIL021W	YIL153W	YJL140W	YML010W	YNL201C	YOL005C	YPR180W	
YAL036C	YBR158W	YCL011C	YCL037C	YCR077C	YDL160C	YDR418W	YGL173C	YGR162W	YGR285C	YHL034C	YHR064C	YJL138C	YJL190C	YLR406C	YMR125W	YMR230W	YMR268C	YPL048W	
YBR245C	YBR289W	YCR052W	YDR073W	YDR225W	YDR303C	YFL049W	YFR037C	YGL133W	YGR275W	YHL025W	YJL176C	YKR008W	YLR357W	YMR091C	YOR290C	YPL016W	YPL129W	YPR034W	
YBR119W	YDL030W	YDL087C	YDR240C	YER172C	YGL049C	YJL190C	YLR275W	YLR298C	YLR345W	YML049C	YMR125W	YMR288W	YNL286W	YOR308C	YPL178W	YPL190C	YPR082C	YPR182W	
YBR119W	YCR077C	YDL087C	YDL160C	YDR378C	YDR473C	YER112W	YGL173C	YJL124C	YJR022W	YKL173W	YLR275W	YLR298C	YMR125W	YNL147W	YOR308C	YPL178W	YPR057W	YPR178W	
YBR245C	YBR289W	YCR052W	YFL049W	YFR037C	YGR275W	YHL025W	YIL126W	YJL176C	YLR321C	YLR357W	YML127W	YMR033W	YMR091C	YNR023W	YOL067C	YOR290C	YPL129W	YPR034W	
YCR081W	YDR443C	YDR448W	YER022W	YGL025C	YGL127C	YGL151W	YGR274C	YHR041C	YKR095W	YML007W	YNL025C	YNL236W	YNR010W	YOL051W	YOL135C	YOR174W	YPL042C	YPR070W	
YBR245C	YCR052W	YDR073W	YDR303C	YFR037C	YGR056W	YGR275W	YHL025W	YJL176C	YLR321C	YLR357W	YML127W	YMR033W	YMR091C	YNR023W	YOL067C	YOR290C	YPL129W	YPR034W	
YBR154C	YDL150W	YDR045C	YGL156W	YJL011C	YJR063W	YKL144C	YKL213C	YKR025W	YNL084C	YNL113W	YNL151C	YNR003C	YOR116C	YOR207C	YOR224C	YOR340C	YPR110C	YPR187W	
YCR035C	YDL111C	YDR280W	YGL213C	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YIR035C	YLR398C	YML056C	YNL189W	YNL232W	YOL021C	YOL142W	YOR001W	YOR076C	YPR189W	
YBL103C	YBR049C	YBR245C	YDR303C	YGR017W	YGR056W	YGR275W	YIL126W	YKR001C	YKR008W	YLR033W	YLR176C	YLR357W	YMR033W	YMR072W	YMR091C	YOL006C	YOL067C	YOL072W	
YBL041W	YBR017C	YDL147W	YDR394W	YDR427W	YER021W	YHL030W	YHR200W	YJL001W	YLR035C	YLR421C	YMR314W	YOL038W	YOL087C	YOR117W	YOR259C	YOR261C	YPR103W	YPR108W	
YAL016W	YAL024C	YBR214W	YBR225W	YDL134C	YDL188C	YFR040W	YGL190C	YGL197W	YGR161C	YGR281W	YJL098W	YKR028W	YLR310C	YML109W	YMR273C	YOR014W	YOR267C	YOR349W	
YAL016W	YAL024C	YBR214W	YBR225W	YDL047W	YDL134C	YDL188C	YER155C	YFR040W	YGL190C	YGL197W	YGR161C	YGR281W	YJL098W	YML109W	YMR273C	YOR014W	YOR267C	YPL049C	
YBR095C	YCR084C	YDL076C	YDR207C	YIL035C	YIL084C	YKL064W	YKL072W	YKL088W	YLR103C	YLR407W	YMR075W	YMR263W	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YBL099W	YBR039W	YCL050C	YDL112W	YDL192W	YDR298C	YDR335W	YDR457W	YER092W	YFL013C	YGR204W	YHL011C	YJL052W	YKL067W	YLL040C	YLR052W	YMR078C	YOR141C	YPL218W	
YBR114W	YBR136W	YCR028C-A	YCR092C	YDL156W	YDR097C	YDR233C	YHR146W	YHR164C	YIR002C	YLR386W	YML032C	YMR196W	YMR234W	YMR315W	YOL090W	YOR332W	YPL154C	YPR065W	
YBR119W	YDL087C	YDR235W	YDR240C	YER029C	YGL049C	YGR013W	YGR074W	YHR165C	YIL061C	YKL012W	YLR147C	YLR275W	YLR298C	YML046W	YMR125W	YOL139C	YPL178W	YPR057W	
YAL016W	YAL024C	YBR214W	YBR225W	YDL047W	YDL134C	YDL188C	YDL219W	YER155C	YFR040W	YGL190C	YGL197W	YGR161C	YGR281W	YJL098W	YKR028W	YLR310C	YOR014W	YOR349W	
YAR003W	YAR014C	YBR175W	YDR195W	YDR301W	YDR469W	YER133W	YGL044C	YGR156W	YHR119W	YJR093C	YKL018W	YKL059C	YLR015W	YLR277C	YMR061W	YOR179C	YPL138C	YPR074C	
YAL016W	YAL024C	YBR214W	YBR225W	YDL047W	YDL134C	YDL188C	YDL219W	YER155C	YFR019W	YFR040W	YGL190C	YGL197W	YGR161C	YGR281W	YJL098W	YKR028W	YOR014W	YOR267C	
YCR035C	YDL111C	YDR280W	YGR095C	YGR158C	YGR195W	YHR069C	YHR081W	YHR216W	YIR035C	YLR398C	YLR432W	YML056C	YNL189W	YNL232W	YOL021C	YOL142W	YOR001W	YPR189W	
YBR114W	YBR136W	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR097C	YDR499W	YLR142W	YLR386W	YML032C	YMR196W	YMR234W	YMR315W	YNL233W	YOL090W	YOR332W	YPL154C	YPR065W	
YBL103C	YBR245C	YCR052W	YDR081C	YDR303C	YDR397C	YFR013W	YGL013C	YGL133W	YGR056W	YKL072W	YKR001C	YLR321C	YLR357W	YMR072W	YOL004W	YOL067C	YOL072W	YOR304W	
YBL103C	YBR245C	YCR052W	YDR174W	YDR225W	YDR303C	YFR037C	YGL133W	YGR275W	YKL112W	YKR008W	YLR357W	YMR072W	YMR091C	YNL030W	YNL216W	YOL067C	YPL082C	YPR034W	
YCL059C	YCR057C	YDR324C	YDR449C	YER082C	YGR090W	YGR128C	YJL069C	YJL109C	YLR129W	YLR222C	YLR223C	YLR409C	YMR093W	YNL255C	YOR310C	YPL126W	YPL160W	YPR112C	
YCL054W	YCR072C	YDL075W	YDR101C	YEL054C	YGL029W	YGL099W	YGR245C	YHR052W	YHR085W	YHR197W	YLR074C	YLR325C	YLR406C	YNL110C	YNL182C	YNR053C	YOR252W	YPR016C	
YBR049C	YBR245C	YDR224C	YDR225W	YDR303C	YFR013W	YFR037C	YGR017W	YGR056W	YIL031W	YKR001C	YKR008W	YLR321C	YLR357W	YMR072W	YMR091C	YOL004W	YOL067C	YPR034W	
YBR079C	YBR279W	YER103W	YER164W	YGL019W	YGL244W	YIL035C	YIL084C	YLR223C	YLR359W	YLR407W	YLR418C	YMR172W	YMR309C	YOL145C	YOR039W	YOR061W	YOR123C	YOR361C	
YBR081C	YBR198C	YCL010C	YDR167W	YDR176W	YDR392W	YDR448W	YGL066W	YGL151W	YGR252W	YGR274C	YHR099W	YLR055C	YML007W	YMR223W	YMR236W	YNL236W	YOL148C	YPL254W	
YAR014C	YBR125C	YBR126C	YCR073W-A	YDR028C	YDR186C	YDR422C	YDR477W	YER027C	YER129W	YER177W	YGL115W	YGL208W	YGR152C	YLR028C	YLR258W	YLR389C	YNL076W	YNR034W	
YBR049C	YBR245C	YCR052W	YDR224C	YDR225W	YDR303C	YFR037C	YGL133W	YGR056W	YKR008W	YLR033W	YLR176C	YLR321C	YLR357W	YML127W	YMR033W	YMR072W	YMR091C	YPR034W	
YAL013W	YBR095C	YBR245C	YDL076C	YDR207C	YEL018W	YFR013W	YIL035C	YIL084C	YIL101C	YKL064W	YKL072W	YLR407W	YMR075W	YMR263W	YNL097C	YOL004W	YOR061W	YPR023C	
YBL039C	YBR154C	YDL117W	YDL140C	YDR404C	YFR009W	YGL070C	YGR005C	YGR063C	YGR186W	YIL021W	YJL140W	YML010W	YOL005C	YOR151C	YOR224C	YPL129W	YPR093C	YPR187W	
YAL035W	YBR079C	YDL149W	YDR091C	YDR429C	YER164W	YHL033C	YJL190C	YLR192C	YLR359W	YML024W	YML063W	YMR146C	YMR172W	YMR309C	YNL096C	YOR039W	YOR361C	YPL081W	
YAL035W	YBR079C	YBR086C	YDR091C	YDR429C	YER103W	YER164W	YHL033C	YLR192C	YLR359W	YMR146C	YMR172W	YMR309C	YNL096C	YNL244C	YOR039W	YOR361C	YPR041W	YPR086W	
YAL035W	YBR079C	YBR086C	YDR091C	YDR429C	YGL019W	YHL033C	YJL190C	YLR192C	YLR359W	YMR146C	YMR172W	YMR309C	YNL096C	YNL244C	YOR039W	YOR361C	YPL081W	YPR041W	
YAL043C	YAR003W	YBR175W	YDR195W	YDR228C	YDR469W	YER133W	YGL044C	YHR119W	YJR093C	YKL018W	YKR002W	YLR015W	YLR115W	YMR061W	YMR311C	YNL222W	YPL138C	YPR074C	
YAL043C	YAR003W	YBR175W	YDL082W	YDR195W	YDR469W	YER133W	YGR156W	YHR119W	YJR093C	YKL018W	YKR002W	YLR115W	YMR061W	YMR311C	YNL222W	YPL138C	YPR074C	YPR107C	
YAL010C	YDR490C	YER007C-A	YER053C	YGL252C	YGR086C	YGR130C	YJL066C	YJR014W	YKL028W	YKR018C	YKR052C	YLR333C	YMR031C	YMR203W	YMR241W	YPL004C	YPR024W	YPR056W	
YBL099W	YBR039W	YDL185W	YDL213C	YDR140W	YDR298C	YDR516C	YEL013W	YEL051W	YGR020C	YGR281W	YIL128W	YKL119C	YLR447C	YMR054W	YNR050C	YOL124C	YOR078W	YOR270C	
YBL041W	YDL147W	YDR394W	YDR427W	YER021W	YER094C	YHL030W	YHR200W	YJL001W	YLR035C	YLR421C	YMR314W	YOL038W	YOR117W	YOR259C	YOR261C	YOR362C	YPR103W	YPR108W	
YAL043C	YAR014C	YCR073W-A	YDR028C	YDR195W	YDR301W	YDR502C	YER070W	YER133W	YER177W	YGR156W	YLR028C	YLR258W	YLR389C	YLR448W	YMR311C	YNR034W	YOR179C	YPR107C	
YBL039C	YBL041W	YDL147W	YDR427W	YER094C	YFR050C	YFR052W	YGL011C	YGR135W	YGR232W	YHR200W	YIL075C	YLR035C	YML092C	YMR314W	YOL038W	YOR261C	YOR362C	
YAL024C	YBL099W	YBR086C	YDL075W	YDL083C	YDL134C	YDL192W	YDR298C	YDR382W	YGR161C	YGR281W	YLR221C	YML026C	YMR273C	YOR014W	YOR173W	YOR234C	YPR043W	
YBL026W	YBR055C	YBR152W	YDL030W	YDL098C	YDR473C	YER029C	YER146W	YER172C	YGR074W	YGR075C	YGR091W	YHR165C	YJL203W	YKL173W	YLR275W	YNL147W	YOR308C	
YBR236C	YDL115C	YDL117W	YDL140C	YDR251W	YDR404C	YGL070C	YGR005C	YGR063C	YGR186W	YHL021C	YIL021W	YJL140W	YLR450W	YML010W	YOL005C	YPR093C	YPR180W	
YAL017W	YAL029C	YBR081C	YCL010C	YCR042C	YDR176W	YDR392W	YGL066W	YGL112C	YGL151W	YGR252W	YLR055C	YML007W	YMR223W	YNL236W	YOL148C	YPL011C	YPL254W	
YBL039C	YBR017C	YDL097C	YDR394W	YFR004W	YFR010W	YGL048C	YGR232W	YHL030W	YHR027C	YHR200W	YIL075C	YJR109C	YLR421C	YML092C	YOL087C	YOR117W	YOR259C	
YBL064C	YBR208C	YBR221C	YDR069C	YDR338C	YDR430C	YER118C	YER178W	YFL018C	YGR193C	YKL104C	YLR203C	YLR436C	YMR211W	YMR304W	YNL071W	YPL259C	YPR152C	
YBL036C	YBL039C	YCL050C	YDL112W	YDR335W	YDR457W	YFL026W	YFR044C	YGL238W	YGR204W	YHL011C	YJL052W	YKL029C	YKL067W	YKL181W	YLL040C	YMR078C	YPL218W	
YBL026W	YBL074C	YBR055C	YBR152W	YCR077C	YDL160C	YDR378C	YDR473C	YGL173C	YGR091W	YHR156C	YHR165C	YJL124C	YJL203W	YLR438C-A	YOL149W	YOR308C	YPR178W	
YBR017C	YDL007W	YDL097C	YDL147W	YER021W	YFR004W	YFR010W	YHL030W	YHR027C	YHR200W	YKL145W	YLR421C	YOL087C	YOL098C	YOR117W	YOR259C	YOR261C	YPR108W	
YDL115C	YDL140C	YDR171W	YDR251W	YDR404C	YGL070C	YGR005C	YGR063C	YGR186W	YJR063W	YML010W	YOR151C	YOR224C	YOR341W	YPL129W	YPR093C	YPR180W	YPR187W	
YBR114W	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR233C	YFR014C	YHR146W	YIR002C	YJL146W	YML032C	YMR196W	YMR234W	YOL090W	YOL097C	YOR332W	YPL154C	YPR065W	
YBR130C	YBR177C	YDL019C	YER071C	YGL106W	YGL157W	YIL034C	YIR003W	YKL007W	YKL057C	YKL130C	YLR429W	YMR109W	YMR262W	YNL108C	YNL225C	YOR284W	YPL153C	
YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YIL035C	YIL084C	YIL101C	YKL072W	YMR075W	YMR263W	YNL097C	YNL107W	YNL330C	YOL004W	YPL139C	YPL181W	YPR023C	
YAL024C	YBL099W	YBR039W	YDL075W	YDL083C	YDL134C	YDR382W	YEL013W	YGR161C	YGR281W	YLR221C	YML026C	YMR273C	YOR014W	YOR173W	YOR234C	YOR270C	YPR043W	
YBL039C	YBR154C	YDL117W	YDL140C	YDR404C	YFR009W	YGL070C	YGR005C	YGR063C	YGR186W	YIL021W	YJL140W	YML010W	YOL005C	YOR151C	YPL129W	YPR093C	YPR187W	
YBR253W	YCR081W	YDR308C	YDR443C	YER022W	YGL025C	YGL127C	YGL151W	YGR104C	YKR095W	YML007W	YMR112C	YNL025C	YNR010W	YOL051W	YPL042C	YPR070W	YPR168W	
YAL024C	YBL099W	YBR039W	YDL075W	YDL083C	YDL134C	YDR298C	YDR382W	YGR161C	YGR281W	YLR221C	YML026C	YMR273C	YOL058W	YOR014W	YOR108W	YOR234C	YPR043W	
YBR279W	YER103W	YER164W	YFR013W	YGL019W	YGL244W	YIL035C	YIL084C	YKL064W	YKL072W	YLR407W	YLR418C	YMR172W	YOL004W	YOL145C	YOR039W	YOR061W	YOR123C	
YAL024C	YBL099W	YBR039W	YBR086C	YDL075W	YDL083C	YDL134C	YDR298C	YDR382W	YGR161C	YGR281W	YLR221C	YML026C	YMR273C	YOR014W	YOR173W	YOR234C	YPR043W	
YBR279W	YER103W	YER164W	YFR013W	YGL019W	YGL244W	YIL035C	YKL064W	YKL072W	YLR407W	YLR418C	YMR172W	YOL004W	YOL145C	YOR039W	YOR061W	YOR123C	YPL181W	
YBR253W	YCR081W	YDR308C	YDR443C	YDR448W	YER022W	YGL127C	YGL151W	YGR104C	YGR252W	YGR274C	YHR041C	YNL025C	YNL236W	YNR010W	YOL051W	YPL042C	YPR070W	
YBL099W	YDL185W	YDL213C	YDR140W	YDR298C	YDR516C	YEL013W	YEL051W	YER171W	YGR020C	YGR281W	YIL128W	YKL119C	YLR447C	YMR054W	YNR050C	YOL124C	YOR270C	
YBR095C	YCR084C	YDL076C	YDR207C	YEL018W	YFR013W	YIL084C	YIL101C	YKL072W	YMR075W	YMR263W	YNL097C	YNL107W	YNL330C	YOL004W	YPL139C	YPL181W	YPR023C	
YBR272C	YDL058W	YDL070W	YDR300C	YFR006W	YGL190C	YGR170W	YGR194C	YJR132W	YJR138W	YLR325C	YMR176W	YMR186W	YNL001W	YNL265C	YOL054W	YOR303W	YPL001W	
YAL024C	YBR214W	YBR225W	YDL047W	YDL134C	YDL188C	YDL219W	YFR040W	YGL190C	YGL197W	YGR161C	YGR281W	YJL098W	YML109W	YMR273C	YOR014W	YOR267C	YPL049C	
YBR272C	YDL058W	YDL070W	YDR300C	YEL056W	YFR006W	YGL131C	YGR170W	YJR132W	YLL022C	YLR325C	YLR386W	YMR176W	YNL001W	YOL054W	YPL001W	YPL058C	YPL083C	
YBR095C	YCR084C	YDL076C	YEL018W	YGL019W	YHL020C	YIL035C	YIL084C	YKL064W	YKL072W	YLR103C	YMR263W	YNL330C	YOL004W	YOR061W	YPL139C	YPL181W	YPR023C	
YBR245C	YCR052W	YDR303C	YFL049W	YGR017W	YGR056W	YGR275W	YJL176C	YKR001C	YKR008W	YLR033W	YLR357W	YMR033W	YMR072W	YMR091C	YOL072W	YOR290C	YPR034W	
YBL104C	YBR065C	YCR063W	YER013W	YER172C	YHR156C	YJL203W	YJR050W	YKL173W	YLR117C	YLR424W	YML049C	YMR213W	YMR240C	YMR288W	YNL286W	YPR101W	YPR182W	
YAL026C	YAL053W	YBR205W	YDR406W	YGL234W	YHL003C	YKL008C	YKL039W	YKL092C	YKL142W	YKR066C	YLR044C	YML029W	YML072C	YOL006C	YOL013C	YOR153W	YPL220W	
YBR263W	YDL082W	YDR471W	YFR031C-A	YGL031C	YGL103W	YGR085C	YGR204W	YJL191W	YLR367W	YML073C	YMR142C	YNL069C	YNL301C	YPL009C	YPL143W	YPL249C-A	YPR175W	
YBR095C	YDL076C	YDR359C	YEL018W	YFL024C	YIL101C	YJL081C	YKL072W	YMR075W	YMR263W	YNL097C	YNL107W	YNL330C	YOL004W	YOR244W	YPL074W	YPL139C	YPR023C	
YBR263W	YDL082W	YDR471W	YER086W	YFR031C-A	YGL031C	YGR085C	YGR204W	YJL191W	YLR367W	YML073C	YMR142C	YNL069C	YNL301C	YOR048C	YPL009C	YPL143W	YPL249C-A	
YBR263W	YDL082W	YDL112W	YDR471W	YFR031C-A	YGL031C	YGR085C	YGR204W	YJL052W	YJL191W	YKL067W	YLL040C	YLR367W	YML073C	YMR142C	YNL069C	YPL009C	YPL249C-A	
YBR272C	YDL058W	YDL070W	YDR300C	YEL056W	YFR006W	YGR170W	YJR132W	YJR138W	YLL022C	YLR325C	YMR176W	YNL001W	YNL030W	YOL054W	YOR303W	YPL001W	YPL058C	
YBL047C	YCL014W	YCR030C	YDL191W	YDR405W	YFR024C-A	YGL043W	YHR114W	YJL201W	YLR150W	YLR189C	YLR371W	YML009C	YMR098C	YMR225C	YOL016C	YOR181W	YPL183W-A	
YAL024C	YBR103W	YCR033W	YDL134C	YDL188C	YDR155C	YGL190C	YGL194C	YGR161C	YGR281W	YHR158C	YIL112W	YML109W	YMR273C	YOL068C	YOR014W	YOR349W	YPR040W	
YBL026W	YBR055C	YCR077C	YDL098C	YDL160C	YDR037W	YDR473C	YER029C	YER146W	YER172C	YGR075C	YGR091W	YHR156C	YJL124C	YLR438C-A	YMR268C	YNL256W	YOR308C	
YBR272C	YDL058W	YDL070W	YDR300C	YFR006W	YGR170W	YGR194C	YJR109C	YJR132W	YLL022C	YLR325C	YMR176W	YNL001W	YNL030W	YNL265C	YOL054W	YOR303W	YPL001W	
YBR272C	YDL070W	YDR300C	YEL056W	YFR006W	YGR170W	YJR132W	YJR138W	YLL022C	YLR325C	YMR176W	YMR186W	YNL001W	YNL030W	YOL054W	YOR303W	YPL001W	YPL058C	
YBL047C	YCL014W	YCR030C	YDR348C	YDR405W	YFR024C-A	YGL043W	YHR114W	YJL201W	YLR150W	YLR189C	YLR371W	YML009C	YMR098C	YMR225C	YOL016C	YOR181W	YPL183W-A	
YBL047C	YCL014W	YCR030C	YDR348C	YDR405W	YFR051C	YGL043W	YHR114W	YJL201W	YLR150W	YLR189C	YLR371W	YLR432W	YML009C	YMR098C	YMR225C	YOL016C	YPL183W-A	
YBR263W	YDL082W	YDL112W	YDR335W	YDR457W	YFR031C-A	YGL031C	YGR085C	YGR204W	YHL011C	YJL052W	YKL067W	YLL040C	YLR367W	YML073C	YMR142C	YPL009C	YPL249C-A	
YAL017W	YBR081C	YCL010C	YDR392W	YDR448W	YGL066W	YGL112C	YGR252W	YGR274C	YLR055C	YML007W	YML015C	YMR227C	YOL135C	YOL148C	YPL011C	YPL254W	YPR070W	
YBR245C	YDL002C	YDR303C	YFR013W	YGL133W	YGR017W	YGR056W	YIL031W	YIL056W	YKR001C	YLR033W	YLR052W	YMR072W	YOL006C	YOL067C	YOL072W	YOR141C	YPL082C	
YBL026W	YCR077C	YDL098C	YDL160C	YDR378C	YER112W	YER146W	YGL173C	YGR074W	YGR075C	YGR091W	YHR156C	YHR165C	YJL124C	YJL203W	YLR147C	YOL149W	YOR308C	
YBL039C	YER012W	YER021W	YER094C	YFR050C	YFR052W	YGR135W	YGR232W	YHR027C	YHR200W	YIL075C	YJL194W	YKL081W	YKL145W	YLR035C	YOL038W	YOL098C	YOR261C	
YDR073W	YDR303C	YFL049W	YGR056W	YGR275W	YIL126W	YJL176C	YKR008W	YLR033W	YLR357W	YML114C	YMR033W	YMR091C	YNR023W	YOL067C	YOR290C	YPL016W	YPL129W	
YBR245C	YCR052W	YDR303C	YFR013W	YGL133W	YGR017W	YGR056W	YKL072W	YKR001C	YKR008W	YLR033W	YLR357W	YMR033W	YMR072W	YMR091C	YOL004W	YOL072W	YPR034W	
YBL046W	YDL115C	YDL117W	YDR075W	YDR083W	YDR379W	YER139C	YGL070C	YGR005C	YGR063C	YGR186W	YHL021C	YIL021W	YIL153W	YJL140W	YML010W	YNL201C	YPR093C	
YAL024C	YBL099W	YBR086C	YDL083C	YDL134C	YDR298C	YDR382W	YEL013W	YGR161C	YGR281W	YLR221C	YML026C	YMR273C	YOR014W	YOR234C	YOR270C	YPR025C	YPR043W	
YAR007C	YBR114W	YCR028C-A	YCR092C	YDL156W	YDL225W	YDR097C	YHR164C	YIR002C	YJL173C	YLR142W	YML032C	YMR196W	YMR315W	YNL312W	YOL090W	YOR332W	YPL154C	
YCR077C	YDL030W	YDL160C	YDR378C	YDR473C	YER112W	YER172C	YGL173C	YJL124C	YJL203W	YJR022W	YKL173W	YLR275W	YML049C	YNL147W	YNL286W	YOR308C	YPR178W	
