YAL040C	YCL030C	YDL029W	YDL047W	YDR018C	YER155C	YER167W	YFR040W	YJL098W	YKL092C	YKR028W	YKR042W	YKR072C	YLL024C	YOR188W	
YAL040C	YBR234C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YHL027W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YPL234C	
YBL084C	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YNL172W	
YBL084C	YDL008W	YDR118W	YDR260C	YER179W	YFR036W	YGL240W	YHR166C	YIR025W	YLR102C	YLR127C	YLR451W	YOR249C	
YGR082W	YGR193C	YLR157C	YLR199C	YMR060C	YMR203W	YMR263W	YNL018C	YNL070W	YNL121C	YNL131W	YNL330C	YPR133W-A	
YBR130C	YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YNL293W	YOL112W	YOR084W	YPL066W	
YAL040C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YMR028W	YOR188W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	
YBR130C	YCR002C	YDL225W	YDR507C	YER040W	YER118C	YHR107C	YJR076C	YLR096W	YLR314C	YNL139C	YOR084W	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YGL229C	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YOL145C	
YBR254C	YCL058C	YDL058W	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YJR116W	YML077W	YOR115C	
YBL084C	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR127C	YLR451W	YNL172W	YOR249C	
YBL025W	YBR254C	YDR108W	YDR407C	YGL219C	YGR166W	YGR234W	YJR116W	YMR218C	YOR115C	YOR312C	
YBL025W	YBR093C	YCL058C	YDR246W	YFL005W	YGL219C	YGR166W	YKR068C	YML077W	YNL287W	YOR115C	
YBL025W	YBR254C	YCL058C	YDR472W	YEL036C	YGR166W	YKL139W	YML077W	YMR218C	YOR115C	YOR197W	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YOR084W	YOR156C	YPL066W	
YBL084C	YDR118W	YER161C	YFR036W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YNL172W	YOR249C	
YDL008W	YDR118W	YDR260C	YFR036W	YGL240W	YIR025W	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YAL005C	YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YLL024C	YOR188W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR451W	
YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YOR249C	
YBL084C	YDR260C	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR127C	YNL172W	YOR249C	
YBR270C	YGR058W	YHR077C	YIL105C	YJL162C	YLR433C	YML057W	YMR068W	YNL047C	YPL059W	
YBL084C	YDL008W	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLR102C	YLR127C	YLR451W	
YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	
YDL008W	YFR036W	YGL240W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YBL084C	YDR118W	YFR036W	YGL240W	YHR118C	YKL022C	YLL051C	YLR102C	YLR127C	YNL172W	
YBR172C	YCR067C	YIL004C	YIL109C	YKL074C	YLR026C	YLR268W	YOR075W	YPL085W	YPR181C	
YDL235C	YDR497C	YGL158W	YIL147C	YJL128C	YLR006C	YLR113W	YNR031C	YOR208W	YPL180W	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YJL098W	YKL092C	YKR072C	YLL024C	YMR028W	
YDR293C	YDR497C	YER067W	YGL158W	YHR186C	YJR066W	YLR113W	YNL006W	YOL078W	YPL180W	
YBL025W	YCL058C	YDR108W	YDR189W	YDR246W	YGL219C	YGR166W	YGR234W	YKR068C	YOR115C	
YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YKR072C	YOL145C	
YCR087C-A	YCR087W	YHL003C	YHR184W	YJR131W	YKL008C	YLR070C	YML064C	YMR298W	YNL107W	
YAL040C	YFL009W	YGR092W	YKL092C	YLL024C	YLR079W	YLR127C	YMR199W	YPL256C	YPR120C	
YBL084C	YDR118W	YDR260C	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YMR092C	YOR249C	
YAL021C	YAR007C	YBR173C	YDL042C	YDR227W	YJL076W	YJL173C	YLR442C	YML032C	YNL312W	
YBL025W	YCL058C	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YML077W	YOR115C	
YAL043C	YBR205W	YDR390C	YJR093C	YKR002W	YLR115W	YMR061W	YMR182C	YNL317W	YPR107C	
YDL008W	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR102C	YLR451W	YMR092C	YNL172W	
YBL016W	YDL159W	YDR480W	YEL048C	YGL178W	YGR040W	YHR084W	YIL136W	YPL049C	
YDL008W	YDR260C	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR451W	YOR249C	
YAL014C	YAL030W	YBL050W	YBR080C	YDR468C	YGR009C	YJR063W	YLR093C	YPL232W	
YDL088C	YER026C	YJL057C	YML031W	YMR129W	YMR153W	YMR298W	YNL234W	YOR028C	
YBR047W	YDL235C	YER118C	YGL158W	YJL128C	YLR096W	YLR113W	YNL139C	YNR031C	
YDR100W	YDR425W	YGL161C	YGL198W	YGR172C	YGR177C	YHR105W	YMR215W	YPL095C	
YBR172C	YGL200C	YHR098C	YLR057W	YLR268W	YML012W	YNL049C	YPL218W	YPR181C	
YBR103W	YDR390C	YGL023C	YJR093C	YKR002W	YLR115W	YMR061W	YOL123W	YPR107C	
YDR006C	YER014C-A	YGR036C	YKL093W	YKL190W	YKL212W	YMR081C	YOR239W	YOR332W	
YBL025W	YCL058C	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YIR040C	
YBR172C	YDL188C	YDR075W	YDR498C	YIL109C	YLR268W	YOR075W	YOR380W	YPR040W	
YDL088C	YFR002W	YGL172W	YGR120C	YJL039C	YJL057C	YMR153W	YNL234W	YOR353C	
YGL019W	YGR068C	YIL035C	YIL118W	YLR114C	YNL088W	YOR010C	YOR039W	YOR061W	
YCR002C	YDL225W	YDR085C	YDR507C	YHR107C	YLL021W	YLR314C	YNL233W	YPL066W	
YBR193C	YDL005C	YDL154W	YGL025C	YIL021W	YNR010W	YOL005C	YOL135C	YOR174W	
YDL029W	YDR018C	YDR063W	YIL062C	YJR065C	YKL013C	YKR042W	YLR370C	YNR035C	
YAL023C	YDL095W	YER014C-A	YJR143C	YKL080W	YKL190W	YMR211W	YOR002W	YOR321W	
YAL023C	YDL095W	YER014C-A	YGR036C	YJR143C	YKL190W	YKL212W	YOR321W	YOR332W	
YDL088C	YFR002W	YJL039C	YJL057C	YML031W	YML103C	YMR129W	YMR153W	YNL234W	
YBR050C	YCL046W	YDR028C	YDR477W	YER027C	YER040W	YGL115W	YGL208W	YML110C	
YBL068W	YDR285W	YER099C	YGR135W	YHL011C	YKL181W	YNL036W	YOL061W	YOL069W	
YAL043C	YDR301W	YDR392W	YJR093C	YKR002W	YMR182C	YNL317W	YOR194C	YPR107C	
YBL025W	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YMR218C	YOR115C	
YBL084C	YDR118W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR451W	YNL172W	
YAL001C	YBR172C	YDR498C	YER148W	YGL241W	YGR246C	YKL074C	YLR268W	YOR075W	
YBL042C	YBR021W	YEL021W	YER021W	
YDR108W	YDR246W	YGR234W	YMR218C	
YBL079W	YGL016W	YJL061W	YLR335W	
YEL002C	YJL026W	YMR149W	YPL227C	
YER113C	YGL138C	YGR123C	YOR176W	
YIL074C	YKL001C	YLR056W	YNL311C	
YDL072C	YNL079C	YPL126W	YPL129W	
YDR211W	YGR063C	YML095C	YOR260W	
YDR169C	YKR091W	YNL309W	YOL004W	
YBL052C	YHR056C	YLR440C	YNL258C	
YBR009C	YBR010W	YNL030W	YNL031C	
YGR056W	YGR240C	YMR223W	YOR100C	
YHR143W-A	YIL025C	YOR006C	YPR010C	
YEL013W	YGR253C	YNL086W	YPR185W	
YER037W	YER052C	YKR079C	YNL135C	
YBR038W	YCL022C	YHR123W	YPR106W	
YJR094C	YMR139W	YNL078W	YPL158C	
YCR073W-A	YGL105W	YKL205W	YPL212C	
YAL047C	YGL115W	YJL113W	YJL114W	
Q0250	Q0275	YBR037C	YER154W	
YGR211W	YJL200C	YLR213C	YOL133W	
YCL055W	YGL036W	YGL192W	YMR147W	
YBR010W	YIL126W	YNL030W	YNL031C	
YDR229W	YGL066W	YHR102W	YLR365W	
YGR213C	YHR134W	YMR195W	YOR059C	
YDR435C	YFL040W	YFL068W	YMR159C	
YDR063W	YGL239C	YIL062C	YKL013C	
YIL159W	YJL141C	YLL017W	YOR197W	
YHR143W-A	YIL025C	YOR352W	YPR010C	
YDL090C	YGL155W	YKL019W	YML097C	
YBR285W	YIL049W	YLR297W	YPR156C	
YGR174C	YIL079C	YNL039W	YOL115W	
YCR038C	YDR532C	YIL134W	YKL194C	
YCL026C-A	YCR048W	YLR177W	YLR242C	
YFL067W	YHR056C	YLL018C	YNL258C	
YBR139W	YLR242C	YNR019W	YOR381W	
YGR010W	YHL025W	YLR328W	YLR438W	
YGR228W	YML008C	YOR097C	YOR245C	
YBR239C	YDR313C	YMR144W	YPL133C	
YDR007W	YEL064C	YIR034C	YOR242C	
YBL059W	YCR099C	YGR203W	YGR262C	
YLR157C	YNL070W	YNL121C	YPR133W-A	
YER179W	YFL052W	YGR085C	YJL125C	
YBL045C	YBR162W-A	YLR090W	YPR191W	
YDR503C	YIL169C	YNR074C	
YBR119W	YLR223C	YNL227C	
YDR020C	YGR079W	YNR012W	
YGL174W	YIR005W	YMR057C	
YEL005C	YGL079W	YGR107W	
YNL056W	YNL099C	YNL180C	
YBR133C	YDL036C	YER087W	
YBR239C	YMR144W	YPL133C	
YKL174C	YLR345W	YPL036W	
YIL072W	YLR263W	YOR351C	
YCR093W	YER068W	YPR072W	
YDR063W	YJR065C	YKL013C	
YBR123C	YHR117W	YOR110W	
YGR079W	YLR002C	YNL081C	
YHL015W	YLL031C	YOR350C	
YDR434W	YLR459W	YNL301C	
YBR152W	YDL098C	YGR075C	
YAL056W	YDL035C	YER020W	
YDL041W	YIL158W	YIR002C	
YAL022C	YGL132W	YOR054C	
YDR363W-A	YPL029W	YPR055W	
YBR188C	YLL036C	YLR117C	
YKL135C	YLR329W	YPL259C	
YDL202W	YER004W	YER009W	
YKL142W	YMR210W	YMR243C	
YEL012W	YER100W	YMR022W	
YKL056C	YKL087C	YLR285W	
YDL104C	YGR292W	YLR054C	
YDL059C	YFL009W	YGR049W	
YER065C	YGL062W	YNL117W	
YDR252W	YHR193C	YML062C	
YJL057C	YMR129W	YOR028C	
YNL151C	YNR003C	YPR190C	
YDR455C	YLL046C	YOR108W	
YDR070C	YFL017C	YOL059W	
YCR068W	YER019W	YPR065W	
YIL103W	YJL096W	YKL191W	
YHR005C	YJL080C	YLR286C	
YDR482C	YGL028C	YOR276W	
YLR396C	YMR231W	YPL045W	
YDR027C	YDR484W	YJL029C	
YCR094W	YGL090W	YOR005C	
YBL006C	YDR013W	YDR489W	
YBR260C	YGR196C	YGR253C	
YCL026C-A	YCR048W	YLR242C	
YJR065C	YKL013C	YNR035C	
YOR172W	YOR232W	YOR239W	
YCR041W	YJL031C	YPR176C	
YBL046W	YNL201C	YPR101W	
YDR059C	YER100W	YMR022W	
YHR179W	YJL090C	YKL108W	
YCR047C	YFL044C	YLR339C	
YLR151C	YPL003W	YPR066W	
YDR063W	YIL062C	YKL013C	
YDR174W	YIL013C	YPR104C	
YHR102W	YLR365W	YOR257W	
YBR034C	YER017C	YMR089C	
YBL002W	YCR040W	YDR224C	
YGR032W	YJL034W	YKL073W	
YFL051C	YKL026C	YNL316C	
YLL012W	YNR075W	YOR095C	
YGL105W	YGL245W	YKL205W	
YDR179C	YHR188C	YJR015W	
YML075C	YNR009W	YOR102W	
YGR089W	YHL010C	YLR086W	
Q0085	YDR377W	YPL078C	
YGR263C	YNL066W	YOR180C	
YGR228W	YOR097C	YOR245C	
YKR030W	YLR128W	YOR198C	
YBR213W	YLR035C	YMR206W	
YHR186C	YNL006W	YOL078W	
YGR071C	YHR109W	YJL010C	
YDR394W	YGL074C	YOR117W	
YDL193W	YFL022C	YGR062C	
YJR074W	YOR171C	YOR185C	
YBL053W	YEL069C	YGL249W	
YDL215C	YLR432W	YPR048W	
YGR010W	YLR236C	YLR438W	
YJL019W	YOL104C	YOR257W	
YJL128C	YLR006C	YNR031C	
YER154W	YNR003C	YPR190C	
YBR123C	YML129C	YOR110W	
YHL003C	YKL008C	YMR298W	
YGR010W	YLR328W	YNL218W	
YJR105W	YLR301W	YNL178W	
YAL003W	YBR118W	YPR080W	
YER044C	YGR060W	YJL202C	
YKL224C	YLR030W	YNL326C	
YER153C	YGR222W	YJL170C	
YGR240C	YMR223W	YOR100C	
YBR281C	YNL287W	YPL010W	
YER051W	YLR121C	YMR310C	
YKR010C	YLR456W	YPR172W	
YBL100C	YDR250C	YJL070C	
YMR019W	YNL309W	YOL004W	
YBL093C	YGL100W	YOR014W	
YCL055W	YGL036W	YNL196C	
YGR010W	YLR328W	YLR438W	
YGR013W	YIL009W	YKL012W	
YBL100C	YDR374C	YJL070C	
Q0085	YDR298C	YPL078C	
YER061C	YLR239C	YPL073C	
YBL039C	YDR133C	YJR103W	
YBR055C	YDR028C	YPR082C	
YLR417W	YMR077C	YPL002C	
YER077C	YFR015C	YIL110W	
YHR149C	YLR448W	YMR273C	
YGL030W	YHR019C	YHR204W	
YDL111C	YGR195W	YHR069C	
YDR394W	YGL074C	YGR232W	
YBR162W-A	YIL027C	YLR090W	
YBL071C	YBR060C	YNL261W	
YDR227W	YMR106C	YMR284W	
YDL114W	YDR348C	YMR295C	
YLR294C	YOR190W	YPR033C	
YBR102C	YER008C	YLR166C	
YLR064W	YLR263W	YOR351C	
YDR098C	YGL071W	YIR018W	
YLR196W	YNL125C	YOL151W	
YDL108W	YOR151C	YOR210W	
YBR162W-A	YJR025C	YML108W	
YGR214W	YIL009W	YOL130W	
YFL034C-B	YIR016W	YNL161W	
YDR356W	YHR172W	YNL126W	
YDR268W	YOR308C	YPR178W	
YLL010C	YLR019W	YOR043W	
YGR240C	YMR205C	YMR223W	
YDR315C	YNL320W	YOR078W	
YBR064W	YDL023C	YJL159W	
YHL003C	YKL008C	YNL107W	
YDR201W	YDR353W	YKR083C	
YFR008W	YLR395C	YMR029C	
YBR054W	YDR190C	YOR040W	
YBR044C	YKL148C	YLL041C	
YCR059C	YDR400W	YJL160C	
YCL063W	YJL043W	YPL005W	
YHR187W	YLR327C	YMR312W	
YKR104W	YLL062C	YOL143C	
YCR093W	YIL038C	YPR072W	
YGR065C	YHR098C	YJL199C	
YJL006C	YKL139W	YOR323C	
YFL026W	YGR141W	YOR242C	
YGL090W	YHR174W	YLR265C	
YDR435C	YFL040W	YLR349W	
YBR038W	YHR123W	YPR106W	
YGL016W	YKL058W	YLR335W	
YAL030W	YDR164C	YPL232W	
YBR074W	YLR080W	YMR083W	
YCR047C	YFL042C	YLR339C	
YBL088C	YBR136W	YGR180C	
YLR148W	YLR396C	YOR106W	
YER002W	YHR066W	YPR016C	
YFL030W	YIL077C	YKR007W	
YKR074W	YLR211C	YLR446W	
YDL140C	YKL005C	YML010W	
YML014W	YML099C	YMR042W	
YGR065C	YJL199C	YLR198C	
YBL010C	YKR022C	YNL258C	
YBR205W	YJR093C	YPR107C	
YGL018C	YJR104C	YLR369W	
YBL002W	YCR040W	YMR043W	
YGR024C	YIL082W	YPL110C	
YBL043W	YBL100W-A	YJL162C	
YLR115W	YLR277C	YLR437C	
YBL081W	YDL167C	YOR167C	
YHR143W-A	YIL025C	YOR006C	
YDR140W	YIL151C	YLR121C	
YDR351W	YHR103W	YNL070W	
YCR005C	YJL042W	YPL245W	
YAL032C	YLR326W	YPL151C	
YBR042C	YHR115C	YLR215C	
YGL022W	YIL097W	YPL227C	
YDL208W	YHR072W-A	YHR089C	
YGL024W	YIL009W	YOL130W	
YDR492W	YJR067C	YLR406C	
YDR478W	YLR435W	YNL221C	
YDR026C	YDR110W	YLR095C	
YGL105W	YGR264C	YKL205W	
YGR178C	YHR121W	YJL035C	
YDL114W	YDL123W	YDR348C	
YDR387C	YML069W	YOR292C	
YBR119W	YLR449W	YNL227C	
YKL093W	YKL212W	YMR081C	
YBL106C	YDL161W	YLR206W	
YGR191W	YLR283W	YPL218W	
YDR384C	YMR009W	YPL222W	
YBR082C	YDR177W	YMR022W	
YDR152W	YGR173W	YMR319C	
YLR238W	YMR029C	YMR052W	
YJL064W	YJL065C	YNR029C	
YBL040C	YCR067C	YDR077W	
YGR292W	YLR054C	YLR257W	
YEL022W	YFR037C	YJR031C	
YBL042C	YER021W	YPR108W	
YBR162C	YNL217W	YPR155C	
YGR142W	YLR225C	YNL141W	
YEL002C	YOR103C	YPL227C	
YKL126W	YMR104C	YOR154W	
YGR213C	YMR195W	YOR059C	
YDR464W	YMR087W	YNL135C	
YAL038W	YOR226C	YPL088W	
YER068W	YIL038C	YPR072W	
YLR148W	YMR231W	YPL045W	
YBL056W	YBR125C	YDR071C	
YGL106W	YHR019C	YHR204W	
YCR073W-A	YKL205W	YNR034W	
YAR008W	YLR105C	YPL083C	
YER038C	YML023C	YOL128C	
YDL161W	YJR125C	YOR111W	
YDR189W	YER157W	YOR216C	
YGR056W	YGR240C	YOR100C	
YBR020W	YDR009W	YML051W	
YNL199C	YPR048W	YPR070W	
YGR026W	YLR324W	YPR028W	
YAL064W	YKR011C	YMR149W	
YBL052C	YHR056C	YNL258C	
YDL099W	YML102W	YPR018W	
YAL016W	YDL134C	YNL127W	
YCL055W	YGL036W	YGL192W	
YEL019C	YML070W	YOR266W	
YBL045C	YDR534C	YPR191W	
YNL032W	YNL056W	YNL093W	
YEL042W	YJL152W	YOR281C	
YFL010C	YOL106W	YPR054W	
YGR240C	YMR205C	YOR100C	
YLR161W	YNL187W	YNR028W	
YDL012C	YHR032W	YIL172C	
YHR060W	YKL119C	YOR270C	
YER099C	YHL011C	YKL181W	
YCL059C	YGL201C	YIL150C	
YER064C	YNL157W	YPL212C	
YDR503C	YER049W	YNR074C	
YDR200C	YLR238W	YNL127W	
YHR014W	YHR185C	YPL204W	
YOR034C	YOR171C	YOR185C	
YDR091C	YGL185C	YOL113W	
YBR091C	YDR134C	YOR334W	
YIR022W	YJR010C-A	YML055W	
YCL046W	YOR213C	YPL208W	
YDL001W	YLR457C	YML006C	
YKR065C	YLR036C	YLR241W	
YDR068W	YER103W	YLR237W	
YDR351W	YHR103W	YOR284W	
YDR532C	YHR079C	YKL073W	
YDR494W	YPL276W	YPR168W	
YDR215C	YKR024C	YNR038W	
YLR157C	YNL070W	YPR133W-A	
YHR204W	YJL053W	YOR312C	
YBR162W-A	YIL027C	YML108W	
YBL100W-A	YJL162C	YPL059W	
YDR063W	YGL239C	YKL013C	
YDL229W	YKR084C	YNL209W	
YDR335W	YHR009C	YOR359W	
YBR141C	YDR372C	YGL091C	
YJL082W	YKL072W	YLR014C	
YCR073C	YJL128C	YLR006C	
YGL166W	YKR011C	YML006C	
YCL007C	YDR366C	YER071C	
YGL071W	YGR168C	YIR018W	
YCL004W	YER026C	YLR052W	
YGR003W	YJR050W	YLR297W	
YDR357C	YEL005C	YGL079W	
YBR265W	YCR107W	YLR255C	
YBR083W	YHR084W	YKL043W	
YER002W	YHR066W	YHR088W	
YBL032W	YFR012W	YML105C	
YDR084C	YDR442W	YEL054C	
YEL068C	YLR225C	YNL141W	
YDL154W	YFL003C	YGL170C	
YJR068W	YNL262W	YOR217W	
YBR172C	YKL012W	YKL074C	
YBR040W	YCL040W	YJL071W	
YFL067W	YHR056C	YLL018C	
YGR211W	YGR283C	YNL281W	
YHR165C	YKL173W	snRNA_U5	
YER140W	YKL056C	YLR285W	
YCR028C-A	YML061C	YMR063W	
YFL016C	YHL045W	YKR006C	
YFL010C	YOL106W	YPR182W	
YLR157C	YPR106W	YPR163C	
YDL140C	YJR017C	YKL005C	
YLR143W	YML023C	YOL128C	
YIL068C	YPL179W	YPR055W	
YBR009C	YNL030W	YNL031C	
YMR020W	YOR075W	YPL244C	
YDR314C	YLL059C	YML011C	
YJL141C	YJL200C	YOL133W	
YCR045C	YJL084C	YOR348C	
YCR039C	YCR084C	YMR043W	
YBR060C	YNL261W	YPR019W	
YDL011C	YEL023C	YOR046C	
YDL055C	YHR211W	YOR360C	
YHL015W	YMR271C	YOR350C	
YFR016C	YGL139W	YOR010C	
YIL021W	YOL005C	YOR151C	
YDL099W	YKL050C	YML102W	
YDL006W	YDL230W	YOR208W	
YEL013W	YHR128W	YPR185W	
YDR349C	YLR099C	YOR007C	
YBL046W	YFL056C	YNL201C	
YBR027C	YDL011C	YOR046C	
YBL056W	YDR071C	YER089C	
YDL044C	YDR505C	YLL051C	
YBR013C	YDL104C	YGR292W	
YER037W	YER052C	YKR079C	
YDR492W	YOL035C	YOR315W	
YDR383C	YJL019W	YOL104C	
YBL008W	YGR063C	YOR038C	
YGR004W	YLR324W	YPR028W	
YCL026C-A	YCR048W	YLR177W	
YGL229C	YJL178C	YJL211C	
YBR082C	YDR059C	YDR177W	
YDL091C	YIL022W	YNR017W	
YGL019W	YIL035C	YJR131W	
YDL108W	YGL134W	YPR025C	
YBR059C	YGR199W	YML014W	
YCL004W	YDL002C	YLR052W	
YDR333C	YGR244C	YPL118W	
YDR484W	YGR245C	YJL029C	
YBR055C	YDL064W	YMR168C	
YBL024W	YGR237C	YLR128W	
YJR080C	YLL024C	YLR459W	
YGL042C	YJL158C	YJR030C	
YDR200C	YLR238W	YMR052W	
YDL081C	YGR209C	YPL005W	
YCR045C	YLR294C	YOR348C	
YDR215C	YKR024C	YPL175W	
YLR148W	YLR396C	YMR231W	
YDL044C	YDR505C	YGL122C	
YBR285W	YLR297W	YPR156C	
YLL016W	YOR101W	YPR169W	
YER153C	YGR222W	YNR045W	
YBL086C	YJR040W	YLR322W	
YEL064C	YIR034C	YNR058W	
YDR013W	YDR489W	YJL072C	
YKL028W	YKR062W	YNL277W	
YEL063C	YOR345C	YPL139C	
YBR013C	YGR292W	YLR054C	
YGL022W	YMR149W	YOR279C	
YHL027W	YIL131C	YNL042W	
YHR186C	YJR066W	YPL180W	
YDR298C	YDR377W	YPL078C	
YBR019C	YHL019C	YOL150C	
YJL082W	YJR005W	YLR014C	
YGL097W	YNL155W	YOR364W	
YAL009W	YGL100W	YML103C	
YIL053W	YOR208W	YPL201C	
YLR080W	YMR083W	YOL131W	
YDR142C	YHR160C	YIL160C	
YJL137C	YLR258W	YLR273C	
YCR047C	YLR339C	YLR461W	
YBL102W	YFL058W	YGR068C	
YDR252W	YHR193C	YJR055W	
YGR136W	YIL108W	YPL111W	
YHR143W-A	YIL025C	YOR352W	
YDR416W	YGR129W	YJR050W	
YBR009C	YBR010W	YNL031C	
YBR302C	YPL105C	YPR063C	
YLR172C	YOL042W	YOR159C	
YCR005C	YNL285W	YPL245W	
YBL002W	YCL066W	YCR040W	
YBR068C	YDR385W	YOR133W	
YBL033C	YKR010C	YPR172W	
YDL044C	YDR505C	YGR056W	
YDL220C	YDR082W	YMR284W	
YER145C	YIL056W	YJL001W	
YDL012C	YFR047C	YLL046C	
YDR110W	YFR013W	YLR095C	
YGR071C	YHR109W	YPL128C	
YFL026W	YGR141W	YMR265C	
YDR363W-A	YMR287C	YPL029W	
YDR459C	YER102W	YFL017C	
YML028W	YOR213C	YPL208W	
YBL089W	YIL085C	YLR325C	
YCR052W	YIL084C	YNL202W	
YKL093W	YMR081C	YOR239W	
YGL236C	YMR023C	YPL179W	
YGR064W	YGR227W	YOL009C	
YJR074W	YLR293C	YOR185C	
YLR275W	YOL106W	YPR182W	
YMR102C	YNL202W	YNL218W	
YDL035C	YER020W	YOR371C	
YEL063C	YGR057C	YOR345C	
YDR342C	YER048C	YPR020W	
YGR009C	YMR183C	YPL232W	
YDR179C	YER137C	YMR025W	
YEL016C	YJL157C	YOL150C	
YJR119C	YKL072W	YLR014C	
YGL097W	YIL063C	YOR364W	
YAR061W	YJR086W	YMR182C	
YBL027W	YBR084C-A	YGR069W	
YBR006W	YKL023W	YKR092C	
YGR241C	YJL174W	YNL020C	
YGL105W	YGL245W	YKL098W	
YBL088C	YBR136W	YDR499W	
YHR169W	YKL075C	YOR148C	
Q0250	Q0275	YER154W	
YBL079W	YGL016W	YLR335W	
YDR415C	YJR089W	YOR305W	
YLR059C	YLR355C	YMR302C	
YDL044C	YGR056W	YOR100C	
YBR162C	YNL217W	YOL028C	
YFR043C	YLR170C	YPR029C	
YBL033C	YLR456W	YPR172W	
YCR040W	YLR082C	YMR043W	
YCL018W	YDR160W	YKL106W	
YFL020C	YLR054C	YML038C	
YBL106C	YIL033C	YJL164C	
YBL025W	YDL113C	YMR270C	
YKL075C	YNL091W	YOR148C	
YHL025W	YLR236C	YLR438W	
YBR218C	YGL062W	YNL117W	
YDL106C	YKR099W	YLR058C	
YOR131C	YPL034W	YPR123C	
YGR208W	YKL177W	YPL011C	
YBR058C	YOL059W	YOL113W	
YDR238C	YDR385W	YFR051C	
YBL089W	YLR325C	YOR082C	
YFL016C	YHL045W	YKL189W	
YGL154C	YGL254W	YHR215W	
YBR239C	YDR313C	YPL133C	
YBR218C	YER065C	YGL062W	
YAL001C	YNL039W	YPL061W	
YCR045C	YMR228W	YOR348C	
YBR250W	YML038C	YNL012W	
YDL212W	YDR508C	YPR025C	
YHL034C	YHR072W-A	YHR089C	
YHR005C-A	YLL013C	YMR056C	
YBR034C	YBR185C	YER017C	
YDL090C	YKL019W	YML097C	
YBR278W	YIL006W	YLR181C	
YBR068C	YCL018W	YKL106W	
YDR138W	YGL162W	YPL178W	
YBR112C	YCR039C	YCR084C	
YHR148W	YJR002W	YNL075W	
YDL002C	YGL150C	YLR052W	
YFL018C	YGL063W	YJR051W	
YKR095W	YLR435W	YML107C	
YBR171W	YDL020C	YOR254C	
YAL035W	YKR065C	YLR241W	
YER136W	YIL098C	YPR180W	
YBR119W	YLR449W	YNL277W	
YER062C	YIL053W	YPL201C	
YGR052W	YJL086C	YPL060W	
YBR190W	YBR244W	YLR117C	
YDL070W	YGL063W	YGL075C	
YBL014C	YHL004W	YOR158W	
YDL137W	YDL192W	YGR130C	
YDL070W	YNL266W	YOL131W	
YEL041W	YHR115C	YKL009W	
YGR174C	YIL079C	YOL115W	
YCR099C	YGR203W	YIL059C	
YDR225W	YHL001W	YJL081C	
YDL232W	YGR227W	YOR085W	
YHL036W	YPR106W	YPR163C	
YLR159W	YOR342C	YPL280W	
YGR173W	YIL162W	YMR319C	
YCL063W	YER150W	YJL043W	
YDL220C	YMR106C	YMR284W	
YGR237C	YLR128W	YOR198C	
YHR169W	YKL075C	YNL091W	
YER147C	YHR168W	YNL260C	
YJL141C	YLL017W	YOR197W	
YAL001C	YDR362C	YMR226C	
YHR056C	YLL018C	YOR282W	
Q0250	YBR037C	YLL009C	
YBR068C	YJL129C	YOR133W	
YCR034W	YLR372W	YPL076W	
